business_id,MID
bwFxrxHrz9I36awGc-yjjw,363
DLuVRaVxkzCnviTlB-v8SQ,363
tYpK3EDxgXjCWEhB3tqE_Q,363
ld3lAIb7Eqhl08i71PCYng,390
JIeEWpuNrvXsboLLtl1WGw,363
WfLSfwsw6iuXxpm4U6nVZQ,399
kZW2RJdmb8Ymm22pLscYvA,399
1BCTS8QRO-g1FH_TaP2tBA,363
HLHnxYWSnXeabeTDGXIJcA,363
bgx6gYdktqEoQwBdo5lRbA,642
R4i5FshghtTnTZC8EEbjHQ,363
qXk2CS1-6jKTKpMUIgN9kQ,444
H4YK4AK3TimOFmv9GtqPGQ,363
67X6JB3kvZ2B_p8pucgNXA,480
gP3N1gZlgxBMVcrG1ZTP2g,363
2nbhKicoKOVW1LMSynQ8sg,363
nNhyYzryNS0Ef2Zl9QSJgg,363
AENfk_QSfppnOAdIPhZz9A,363
OsuBqr2L0-5W8LGAsg-p8g,390
OquXguWr9eR81NYVdlZrjg,363
7ubx4QXz34g1dkqa3D1bgA,363
fwcJV_PI-u2EV-ni5G15ww,402
aKXzSFBrAoC_5kWUvjKGpg,363
etGemAdUhKD_Lw1Gnx_Oqg,399
xzj6q131hJE59tBkhe3Gag,399
LBHbyID7tcaGszznHtnCrw,372
ivugOYd-QcXVEfnm1OyqZA,399
bvOCy8DkgijF9gKgASKV_Q,399
rQtQbCcRPyoVR8-Qrti6pA,399
U5XCBcTtiNyasdT3A2_V3A,399
kOFDVcnj-8fd3doIpCQ06A,366
KkgnBZj3jRVjCY2H49JRaw,480
75RP4HSsSJOe_e7e2e3jQQ,395
kzHSnHhYzqbTkGIdZ2oHpg,363
GP7_e6cbOd17ASWcJ0_FSQ,363
len2nrEtgD9bjnoYSyLPjA,399
4670Yw1xIefONEViw5NDFQ,399
t1mR_Zff6Dqv1TueE2JLEA,372
1bh9j7I_upv4o84ha5yEjQ,363
7re6iyJY2v4Zb3x3hJnkaA,363
BjnJKoYFmjBRHUCCcUkiwg,399
JJzAOl3kQLfhOzB_vjf3FQ,363
hdqhXOzPrwskT55T9mkC2g,645
H4-PU2SIOfHgi3R1hCC0-g,399
5nAVwSp9WPHLVrP082Jrsw,399
rVFKhMajzLnRpnMi7-u4rw,390
aKoDe5WZ-dgo6gD76kgNxQ,390
KZG8txc-vzkfDt-4ZYeREA,363
BZInFfFFCne6n3zmzg8zzA,363
487ZwV1pjttfx_kdqtIl3Q,399
4UVn5h6SjztAhKyozc5dTg,363
sgvhMnFffkQ6WBSAdtd7Bg,363
y0QzKWNVoXCbZpk6uhEgGA,399
etylBefPKEMjm9nS9c1qiw,390
PMH637woNo9ojZWxPLVULw,399
8neBxgTFrzsZ3gT1lX9KAg,363
4d9BIUYJwAsMfMrH_0vdDQ,363
gVj_DdvHzbO8wosBMaWWuA,390
CLthP1yn32xlBswIbsLIjQ,480
NOd-AhQ-h0UNiFtXBivqhg,363
pYu6GDIfdK1RfwgUKeeDYg,366
UrX0UEejKhHzk158VxlQzA,363
2cetuQgbP1Bnzm-uMRlocQ,399
ZTBAuu455gxqwMOe1OgA6g,363
Q7Wwjcwq5ux8EbLb8-X6iQ,399
wXnVKTuKZaAZFwKanUXqBQ,363
_gxjFeC5-9_gcb_QPlZS0g,363
Vlg_nesyZJfX_mpy2fslTQ,365
LckZpP8V1F5zU5ZKVrhp2Q,444
76n9653P0O9HJsGy7HrFvw,392
1SknhuCmaR0PIIjQY3e6eg,399
ovDJVNGV0AYCvnnWJoP1WQ,363
qXOyVAI2vvwcZKHcVMMpBQ,368
oH84VXzObXpaC5ia2Tenpw,399
yt_TdU-EpniHcEh8Sxi1bw,363
xW4dkUdC4bDDrTE8RA6W3Q,363
Gv2F-f0mUYhCCUKOshpj3A,399
9d36_PI9Fh7kZ-Pybr2QiA,453
YkLv_3VViVCrxYdg8A1H2A,399
FNf9Q2FnB9sI9kOMAgj0AQ,363
xJ_L2sJN1zk3VDpZELrV_Q,395
jX6Gzr6WdoPxiRLKDfcVrQ,399
LO3SQIsi1WsM23JYgIgqhA,390
YDJGN_WXkXBAp2LTXvjyaA,390
huZ1fY8x0-9l5Mo-lUxt7Q,390
kBJfBVaXJtPEKLTov1hJdQ,399
J-SZZniOp7nNsCNbj5rIUQ,399
-Yq3_hzWqsPR3s8SLyQ2fQ,365
JzmJCDSJ_35kJgAlxcZDqQ,363
z38AL1If2XDQhxh3Ioan3A,366
PbypcJXeCU2EVJy7CLjQ6A,402
AuWFn084piPDQS3T_THJIw,363
cI1qHDTMH70jptTkWYocQg,728
w67o_AhcSU_fjVOTlbquXg,453
cRuk2y-LeWL42UVEkLVU3A,363
oaTbZh8B-IVFEwbzJcIOBg,399
nYvBZYg9rfqWFTYuxSVMdw,363
CvonRhKDJaH155xhtpz_iw,399
0k5W44XU4uSEsPA163LKjQ,363
EH7j2tmRh-QoXn5lftbDqg,363
P_ilOWgHj2DMSSZSDtvzbg,444
DiSARzaWBeNyB4oU047TcA,402
bHi2caO6sa5opgxM4a6OKQ,399
ZO3ihx5FOObI_uCgin4x8w,399
yYfgg3sbg_9U2A0w72jLHA,392
RkqN70Pidy6_tAWMvodOLg,399
d-l0D4N236Qc0-Iy-p1cFw,395
kgffcoxT6BQp-gJ-UQ7Czw,401
7NucoWCjPzZyRPjsVR28xQ,471
N9Q2HlpqeG2NKbvqJI-REw,399
lK7gnWVs81PI1XxeJ7DEPA,363
mBKkTiufDsw56kPmOGISIw,363
l4x5FFzfiCFrGN0S-uZbBQ,372
M56l-0DuaNhJ-SCJ1UAkgQ,390
nS60iO5QhSt-MzCwekrR0w,363
Bf-yMQiSmDZyqfGyFKQ0bA,399
hqWNpbCEzt7EzUeWkDqjBA,399
9jZ9el4v3gWwV2oc5u5kFQ,363
uWTMa1_JDJRHE7TAKmw3ZA,363
kPr9rYEkGwbRLgUHvKljQQ,399
rw6V2nxeZr212dJv4t4-4w,399
d17TNvbQP8h5_WniCnma1A,390
P8BE9zzM-pUuPDHs6gsy2Q,392
Ww-qDl1G9Kr7igS3ouA_Cw,372
vzrcPqSdRY41GoO5DR5pYA,372
oI11Y5AZscmmn12Yv3PinQ,390
hDL3Q-GNQlOuE04_zWEMJA,399
OgqCiD7tha_a42tQjxarag,606
_y4Weidh-lApX2HNBKXuQw,363
-sAfscV-SWC278qqCNxraQ,395
aj0DdrjiVvWxVDZodgRTfQ,390
yKShDxZcD-9UtqvtZfdWqw,390
RAKSBqeNb-p_ZABwAWH_jA,399
soESo5VzPTaA_ZtY70JhXg,363
mXaqyzYTqiTc-LrTFAm0Yw,638
dtKy808TwAgtOcwSCbXFJw,399
JpPguWEzvNATjUJ48xCj8g,399
pAR0lYfIr2x6aq9CpqEXDQ,399
VVeEiDBnfekolbs8FzAD7w,399
biEqqg0GDKDyCp9mOZGyjQ,363
EbxaQO95C7PUNTmokE70XA,401
cWMzXTtdaZy6HTyEB3YoNw,399
hHYyTe8ncqy9WLLgnl_30A,363
2OED-pRmbD8CpSgpcYPflg,363
cccT1HYSn1e4gDbMx9xebA,393
7XQLq8mnPeO5Wjhx7EBajg,390
Zzvjuyxr1iudPN_heAAygw,372
jZ_3vs_RtMrkZbol1U_U7Q,399
TPsjAbLjbnqNZ8XEZMsd8A,363
CDl0tbkfSZS3UHg5_L9gBA,399
uVzcDI3s3oFb1wzDDar0mQ,606
G87Yg6as3LU5Af1IwoPIYg,399
eqQnIjAAhOUuHqK6gTWRXw,372
UIU7tug_Y-qVv_aLt7NN4g,399
rV6PwAjgpTx5Knr5lYouoQ,399
61BtQLwM5QPI9taQ20owVA,399
dXM9Pj295pcXdR0qxvMfLQ,363
4aKSBiaC43EwDr7gPg1CKA,399
yBfRIMeEkzbBNlY4SDLQQg,390
YDRnoQr8UyxPEXi-5ZrVJg,399
_fn0wb-tIqejQkeqrEjHfQ,363
uXft-y53ujmlAt0SH-5KYg,365
FKNvQvsknpNSG26hVtzJ0w,392
BeVO7CR25FBOCJoOIJiQvw,399
Bh8qt5P8MmhEEu_qRLz7EQ,363
500kTVSmuL1Z4K5euCFuBw,363
47jO8p_VLTkGTQeAsm386g,363
EwqExeH9wkG3NaUHV-OtBQ,363
N0CoaG3cBrTGm2ecLYSzqA,642
V1MTfnI-1T7lqZO-Y_qXAg,363
VT8vUd-2s5IdvSNwhNHkpg,395
LnIO_JtoDS1xLfTHWuV_ug,399
YKGb41Io_6mRsm4Bee7aOQ,363
IRDF17rbWFWd3E0Dbm74Kg,390
heTUR_TGWJ9iYiiEWnikXg,390
jP6xmjbQRfUitOmv5PKuJA,363
HKEja81qK7IzkY_nt7NHWw,363
TSnKwZnpX6SHbKsFKjV-0Q,399
SLH_6FIjptg5BEJbYNld6w,399
FPAOrUsP7GuIyqmK9UoPUQ,399
ocXPQsWEpC0KF6tZezEBpA,363
gONNfEoNaRLNtgaAcxwsLQ,372
tyKW94szLfysxvgjzgCCTw,363
fK1oj0dk9Bc6KsBk5mMDxg,372
bKh66jlEqEKZZFkjWipt8w,393
0hp3WtPSxvmJVk3BNTfhHQ,363
l1MHyfjjQuzrb2Z4p-vUtw,399
pyeoyouJWxxcwzfugfessQ,399
8nFa9IbgynhsZlC7eYbcWA,363
WQ0ZdUQjO3fZ0hQDTH86bw,363
UwapKDB94H9WByuCu4S2nw,363
-Zv4ZrPuTSPFD96nFoUm_A,363
e6hRdLZ474FxXopnd9tArw,399
zSc_PmocVDJEtQwin0ts2w,399
CUivTcULsu5MJIYYNVm1zw,372
TEaBolNAkOdRm2gvIYz4OQ,399
i0u5CzG81LrEwAI0X5OVkQ,390
2Z3F0G9UXDsX0fRU9BDoqA,363
dHgbL5EAEawIcqk6aXe2Ow,372
BJLjRP7HvIbdQOZc9UoVNA,399
Ds0RCDz5__j4cAXACaQqug,390
DNOXngMi7USPPY5-6BY2ZQ,363
JxSmlL_MckX0dvS5XBg0Cg,399
Tn4PV88E9jlC2xhvqN8zAA,642
auDLKJtjv3IkSdPCei5zTA,363
mv6VAbKBVlCc2Fyyv4jNtw,390
3AR0coEEReWxcbMxgS2DQg,363
BkiubRdpg2wMdABnwKwOdg,363
Va_evKljZVPPi5pigcKVIA,399
INs0jjQdgfRG83M5FfaYIw,363
hTe5SavBjp3zRulupZSJew,399
DrT7CmORi5o_jQRC0DhBIA,363
nXWYL8_93xZkUPvuOTFmAw,480
kTHraDyzfXvW-98VT-P3mg,482
GJ_bXUPv672YwNg4TneJog,399
KXpzTzYrN-Mmxp7zopo2KA,399
ShUh_MMkaVp_KXCtNjPvXA,366
W5d8iNog90R-qw43m5dGwg,399
qDqHD4iPXPecT1WnV0JRzA,444
CXG4kMMiq2JUDhUgl94QTQ,399
fRKqHIt0H0uLlD8deiY44Q,399
UCJpL9VFk3g1B2gjRlLy_g,372
2mZGnGIMUNRQY3d0hjdAxg,390
p66HDmRiwG0Te5zSj67Crg,363
NeS4t1XoXL_5we9VUVwbWg,399
8Zq11pzOup3-iwOjdMMwDQ,399
J4tO07oCDhwP3rdcgjjdxg,399
FHeWz039ONIOZL13pa5nXw,390
klsBtNP-vlO3QlfPbAtTzQ,647
eMz8i2LpafE6D-ZhzDtglw,399
hX-FAgxOZaVcfUu1Gi0spQ,363
aNFEAh4xClhLYK8K4ZDpCA,363
sn0HeaQ4lBZcDfeipl7vLg,368
iVBpGb7x55toxxL81PB2wA,399
tBqiAQsv3LSjDuBD1IPi-g,363
aiO2_Cwbrnyu8Qo25pRDlQ,363
BYRGHW3nUd1KG3D3RUvaxw,390
MWYJl-bIxhtQ-4Kg3ENUxA,399
1hqOjPxgH8IXE4bNq6DFiw,399
10Ft6GZPvoZyRWi1bVo3Rw,372
VuMgSpUJ9ONgSkddjM4JqQ,390
UKQU7wYXCG2dikpoAV0BjA,363
BHX0ghpo_r4lVxGRPEBIQw,399
9sj2psPlhRi_SNOEvFHLDA,363
cfggUk66F01Av4YWZJXcnA,714
p-sAj41iE2EtZZ-SmYVdGQ,363
jhdc_gDWwMbJe5TAf2iIjg,372
PWvPIzCrWNYGSiFxOF_Zfg,363
pxv5jBUOgsg6Rf6Z88e4mg,372
zO2558leuUH9jeEs_8hfOQ,390
-YR7K3rw6VAQ1-MjslvsoQ,399
jps8StO0NDLEw21w8Xy4lQ,399
M4IDswLnQ8YeVxzYdWv_Qw,363
Z4UQlerXfBH8jv6XcFLeEA,645
QJ1YpQLVuentjgTQqNqqpw,372
yA9dC3IvoPPex9RB6-G2MA,363
Oq76C1wZosdT0ZrA3dJPxQ,390
ITz674Os_okkPdrl90JAfw,372
lURzzs8lK1AP6_2738Z43w,363
pcA3DcjbkkQERU1dbsiSow,402
X1xmhZQBRRnUye1uc9VmQw,399
MYB1ZMspBk1Xc_awp_PtSw,363
HUwzarG0givckxXWTF5lIQ,399
Upy7hkpIACL8-GvBGa2FSg,390
GTwQgfi8DN23D9fMURYUdw,372
qYLwo_aPRRD9t2DkLgD9Mw,401
G8k2E3oYHHl2o4lNJQwR-g,399
WRbBmXMHmdWOkeGp21OoeA,615
7T7IaK6WGQccQS0UjJmmmQ,363
OOqYnafFjJbCQro-yzImBQ,363
BlkCo79VxxVcmUP9xSrq_w,363
oL-TGyXWfpgr2YR0uTc0Zg,642
KZp4sxZR1qmDZvFqVO46DQ,363
O2sEX86f6B4GROghjUkr0A,399
o4gB1zWiCHgbjq-tNFRW-g,390
MhrqAyRa9ZvDKYundBhUbA,399
eg3uaSZqoSdktx4yQGelMQ,687
Xw50tINqzrI_BM_x7_IcZA,395
-8F04F54iDT6VgWPCgybug,395
XTSqlsyCiSJRVW095PwXSw,363
POuF7alk2QVqVlcSOOjV3Q,393
EDU_Zwd7ed_OWxWrGHO9QQ,399
kDCyqlYcstqnoqnfBRS5Og,395
pF8eI3VIN8J4vroeywv5tg,363
d2yEVlD-cGHj7p_cb7FqqQ,363
ZtEdhtbmBEoZN--g2h2mxA,390
ZRvpOsX_1ZPPzsSZnYHZHw,395
KGqvUQQA4c9GJpi5-znsew,482
-ltD-dHqdZ5-wjAMKYa6Ng,372
7QLmZwpS8UVX4Ywhn7fpAA,399
WPV0ucYjnb2HOrNxSopv6A,399
HiHfwu0c1k8m8aEJ9VwAQQ,399
8I2XBrjf4rOEWx7pnKpVeg,399
8PZGCtgG5MZKvz9i3B9gCA,399
S5deRiFlRPXdFFMGBGRE1g,372
54ne9NBqgiWQAx0-RrOaFQ,399
3uC7Lbc3RgUDTWQlBu4PqQ,608
iAhAnPxgKb6fzxrEcoHtlw,395
e5S5E2iGFs0fU1XMPmhWBw,390
P7Dqa0IbcFgRZ1aK7CPAOw,363
ApAzthiFRKuL-yJo1HMFvQ,480
jPQxZTuFhuVHsu-DI4hm2A,399
JSTkHbW3L7onBhSIZ4GL8w,363
VEorEVsg8z7Ame1oSYNBdA,642
bIl02CY-4wSCCGxxeMOsig,390
GA_Nx4xA3Z4pn9i5XKF1Wg,399
EC7NrIHKk6i3US_XJlDWDA,399
hKfuDwUbWJWdQWmXS_g9PA,372
xN-HyvdrZiWOWK4_sj6Evw,393
rmP7AzV3SAeRWUzbNuqQ5A,372
FS0SA_ysgXsQEe6aCaIrKQ,633
taaYWCkUulZL56qZmS1VzQ,366
TQur3w5rlpsxRZxuomz-Xw,642
IBTbSC9zAodn54NuuphLhQ,392
Po2JOQBfoFwlOAYDpo5oGA,393
F_oPMHJrH42R67xp5eKtQA,399
2ALi7ZYvil-BAXFa3CMUyA,372
QXR-YnHgV0qDyuUTckYeGw,399
AfPfZdZ_YjYERDrqg6OjOA,390
3b2R0n1lyUSBB-itvB8Caw,633
f1KNYRXm8fxIjb6rVdyk7Q,372
RApd_uvsR3dDNekgc1Emrw,723
VGxJbglGlx-a7Gdc55Q6jQ,399
-_yAaFHx0e1ZqmuHTtqnFA,399
19umlhmVB9O3njIBfRAe8g,609
fHJVSfXbPYrykIMRZ0Fsgg,399
jOBrOofUCdPHWweeEcZ5Ew,363
y-KWX8ea5MX1eIJke7GKUQ,363
KQfNXddjM-sinrmWrFiSyQ,372
PPkMZMS1Ogdrm4NhyxgpFA,636
HPavppcJB3oQpIGbOqgtzw,363
2KpyT9ZN2qtj1n3TX_bzYQ,399
WItlLMrwWUbZhi7aSAzs2Q,399
k-YxoQSyfIEPcSHu1cyBhg,363
JBrwWVhNm8PFhTOVkuXk4Q,368
fhoFsFK6TqJOEo30LtXeDA,480
z43YYRBLh7itGkLCCJV7GA,372
oz8s1Vzm2hN5ZO6kybCfWw,399
VIfREGnBYJ6HVnWfArVb_A,365
bqRnPqADQeVOPxkVrIBC9Q,363
dN0GBmRHgxFPCWtejNkKbw,363
bLtC8xJXkd1b6MT0KjnSvw,372
JJpoHl5mxJHwbaix71mfyg,401
e9KXojla4OuVP7qcC5LNsg,399
oXCHDIEU41jUiiKOsbRMtQ,363
gR2shNFFQDE00wjh_DEqcw,363
-i0DZp5-KT54MpqvREmqXQ,399
aLf_bFRNxxGdte8GrIAN4g,390
EZQESVzkOPs7LwCHVC3Szg,372
cfuFIFZk4u7A48yn3y10Zw,395
L2QYRM_9jyd4r4qPVF7Cgw,363
OQ_JeEWXv1l5nILp1H9yFg,366
MKYcOZSpMwJK7uwacK13EA,402
9v2vZnJa2TvvG3-Sx3F4GA,363
YXsu4fVoubcXvxZP-eT2vw,399
Fwi9X2fyQ0zVoWAlUi4skQ,453
1_Dg-GguWatioW4mvFQKQA,399
e8kK01COAK614-RuKlXHug,399
4e2WMt_E02uDKLDehYE4tQ,363
7HUEqrj4aa_u3kl-o-e9_Q,390
fzGs7qL4TaQuhogiZNcpCw,390
4aqLu8WlKqrFlUiUY-vXMw,404
h2Gc7ZP0LN6VZWqIRYtCEA,399
99YJMvaaYwDry-SQuC63zw,399
bNdLi3Vs1HNn04CaO8qBgw,480
pvcEAF7v6heTC0aFXogHYA,363
If4NxUXhWU6ukuBvLxPe_w,390
7Sr941ps7tw1Do5Eks7w-g,390
YgL5oNrTj6rxr1KQjCM-fw,393
_v-ohI2mMcUg8-3p3b12Ow,363
EEHMMiJUklGGiikqd55HwA,372
kNXx7YfgyQfxyliLd1p-dg,363
PEnlf5CJ8JJonph2jIljCg,647
fCkvpPqOziXHHu-f8tbeZw,363
ZxYPXtZQ-6DFyl4VQkTELQ,372
9Cv6nCZ8v2jFMx-pbCwkzQ,399
WvJNkHE_hcg8Hu8Ffz_Klw,363
VOsvscZOFYzcsdbmAlVkiA,390
-MmAW2x9vMGuhVcALU7QRw,363
lpel3pRFAzlow7u2TJMz4Q,696
voEuw3Nl0zbG_QYoFjBYFQ,395
5eK_pgro9_LxPYDoRVJnEA,368
liLtjZzKc0sv9ZJDMHQesA,390
6bS135pIVjRbmOu1omOoqg,390
98V9R-7YT20KmcmJyMiJmg,399
9coZa838egYONxSdTe-wUg,363
594po76eaw-ybh0t4YnZ0w,390
-H5Qoimm5siEJ4RSU4FyHQ,363
tN1Oxm7ehAwN3g8JrGu2ig,363
AA3gAf3qlH6GY9Uw06wUFg,480
jZUizCQ4nRmyovBeuUniGQ,399
lIFjn05i1kYq4q5cDKURBw,390
fHkiH52AATeRa8Fi2yStpQ,399
Ffuef_5BBtEj1_X8IGNleQ,390
aybwecuzAa-OuIt1i3_IDQ,399
qeixzOYuWFPy8uKrOfuapg,365
mZVjVfM3B67KcU_aanFg5g,363
YTVL8ZouIwFMZiwHJfYgTw,363
hk9xmxnVl-AObpXbKTVYJg,480
wFVkY5aYMLvnP_Ted9v08Q,363
Azy2vmC47uHSkZE2fdvBjA,363
SLjVCw1XCU9mLgD7yNeHqA,642
VtiHtLI2t0OjFjbrnR70lw,399
HniuRFC_85UZmDMJlZQsOw,363
G5or_Fra4-6IYOVlm_dI2Q,372
57HulgI0Ju8Xj5cpxnmu1g,390
b-wEkSnjS9VSSymJI7Z_5A,399
77ooovMlCnakFGZhQGKGRw,363
l2WFLLHJnO0cCheozTaRXQ,480
JopdJujjQ6a7J3xcA2VbHw,399
O20ETZVsXN5LE2PipG3-bw,363
9sUIgzBxFuGEAObwEEwlHw,399
7olK8lUgnv5O8PyvN8t_Yg,372
s_ozG9Jg9j3eqHX-1bpTTA,363
Z6E2Syzo_IYLIGpI5tSpRg,363
Gi9kf5rwsg7VH4hGnRaCyQ,363
vXpB8lRDXaWwwbmT3CAQwQ,363
Z0YOHYA6YtW131xULbnMzQ,482
q57kz1k9S4IyyaQL476UZA,390
Ucv951W_QWJzEzEroc4thw,390
HGRPUfppQmMXsfHYdD-AGg,399
cxFZ9pFvWvP2DWjw0-G5iQ,399
lvfFosvBuYJ0xOlx09o-1w,402
Q1hNkPjwuA0zPde5EnFxzw,723
KRoJhHyPWORMJn1UO5kAkA,399
HNlawtaYv1E4zJlW-q2XdQ,363
Err-UlwpMFaCIQ4mAVxmzQ,372
veUZ0PzegME87yvicpAWuw,390
gWainRDwQaDg7YRZAaotdw,372
PaU0Z2Zho5dK6BlSz4XjiA,392
E_DXCeVllZtHV93hsAIZvw,399
--I7YYLada0tSLkORTHb5Q,363
2-_HV0XUYK64OylB5J4i6A,399
K0dp91jd_vqW4uNgvW6oag,395
XVN0Mg7oABOWAWO3t9tXpw,399
mXvWf2_sXWNaLRsBo4O5Eg,393
uBrszqceiTByo55osdyXwg,390
jAjJ0ESnlDzIk7-KJPQKyQ,633
QcV8KIPKbGRnWQPql55bKQ,399
tjw1yJdmatifLYHbsI9HGA,366
xceERetY6Q9Pu_BQ32xpeA,399
3jy3CXO6gVEat4uB-E2msA,366
20vCzyibdvXOxW42h9v_MQ,374
klls1rEfABAUtO8J0YXSGQ,399
nIskoP3-_MttghA3d-eYBA,390
-Ggr1M22MxTbP2J8L7oHqw,363
zZn22GJCl6f2fCrnUBQhcA,390
NUxyHhSJjfLwRgE0F_o8lw,363
A7-RwaxEEonk7vvhHrJr_g,363
pn0vdwO7vLa3Wgm1r5ZnhA,390
b92h8DMMPQ0U0IvKv4XboQ,642
wo6Z6VLOJejln04CsoX1WQ,399
8bqhrcvbLe-Hz1jcI0yx3Q,399
qjuxlHtv_woIw9zPVWri5A,365
HFSyU3JO8PAg34BCsPMo0g,399
U_yacPCk8HgE1ywATmQUrg,399
ta8b82eEUnzGq1Z1h0fwyA,372
Hy_UuNOaOgpoBDo-d-kcbw,390
pzIXxUDaYVUFwDq6dUf1bQ,390
X_tCV04LswnYY3APs6mBsw,363
boug058JCnbFkQp-K_fXQA,372
dv2LfEn4p3ncG_1jYIoZ7g,606
Bc9YjckM9wlVd1Gm6JoPBQ,363
dQsKVABQ750EIIoqWMSy8A,365
89N08SxuIHyD3A1iuU5i3Q,363
6_JqE5olfHoz1T_m96G85g,399
lKOvx_aAXiXQGooZ-4bq9Q,399
eoHkKySohgtDqWtHBqJ9xw,363
0QjROMVW9ACKjhSEfHqNCQ,399
tI7dXg2UboJozj28v7sjLw,399
I4c6K29bATfpMaM6uViLRQ,363
fT6Uwl6abRQfiNgxre_qbg,399
Bpjhk4ZtncUnntdqurIrfQ,363
ZjJ1n-MmnZ9D2dFjKphoBQ,372
y8d90Pt16Nip-B5UXWBP-w,399
LpyndkMvevIQA-JHoReHNw,399
FGWc5hjTaOql-Rut_bEbVw,363
_ahgIGB3sl5nNYa6WPPAdg,399
G3B1B_2hZBgZVSBZZiJYbA,399
EyCO8HurmdWYbVCdxPg-Ig,363
EX8EyU43VF7DwS7jKEnjvg,363
64o_nYvzIKwHFOSYSEm-qw,399
ANYTIXMmXymc3xpEMUN1qw,444
uD5gb6YAJnt8gw1nQ7WPhQ,390
AwmLDzqJ0aMGZTYYoZnxWg,399
sAEFh7e7fY-W2gMWSbIAWQ,390
NJTjyJSOQwtGiCdBlcPGwg,399
rU6IWA-O6A6hUVAXe4tBTA,363
F73T-N5lRNL2Gcpg0Q4KKw,372
_qu6EHzJVXHRhA4-2mGFrg,606
l0_1vTmL0rzNE3JxIZPpdg,363
19wvilYB417bpSWrNl19bw,372
o8TpuB5PmdXXYQhG_SxmhQ,363
XNWXyFgCGaAwvg9QML2Ypw,480
dmyZj4cGpfrqhUMjYt10AA,363
ik9VvawL-BeAqlxTI1leew,399
UDk7qUVIetK3Y3NuARguqg,372
e5maG90XWT2pYqkfbxIdIQ,365
3OCgpAos1gmS4rbWTIjmsQ,392
HFr3uQI9h8sTTvGn3xk5Zg,402
xS5Tg_H9GBEyOTWl9JwhvA,399
B1kKm3sLtoRZGXeZTwKiAg,480
QMdMW38abUEoewUe1jvxRA,363
Sc2Wm4-KoDOdbGqgiHpMew,363
hXtXctVIdBGw37_heKHRjQ,363
zS6W8hUrnbEaU-rp6RKP2A,390
ezFB98nX2V_E0B6HuKHl3A,363
4tXc7FrMmgi4iI8TJ2NR0g,399
XdcRr8R5H8psvf-QxtuLMg,399
S4NHg4GZD35HzzibJAxXDw,390
wFnMOhf51su_yIcHWdCeLw,363
BH0K6SxPnY3wTRB7tA27hQ,399
hZylgZxdcOtbI3puwbJZ-A,363
TWvAyXcBrhfW0GdF-MDUvA,647
6FBGPT16vWunVwgB5aSEKg,399
_lD9Y_0OfzZjfz5s-FVwqQ,633
8Tq8l82FtDyHelc6C8FRzw,368
sZq-qUvoLgYxlDmIcxYWDg,636
Xg_eCdx99z5Y1oTLimniOw,399
uSANDilamc1QSiCinFSKYw,399
Jc5TLi7cGKNlxfs2HF3GhA,395
DPA9MQKkCqT0qnevsG740A,372
VgKcLDrd-fnSl7HHTQP0Iw,363
iikAHVLZrZn7Zy1aEPD25A,399
