business_id,PID
ZhO6_8Vc-zfRxvDDvDBynA,123
aI64Ct90gUCixiOpcIK5SQ,123
GBKz_-486MN03tGu8LI7XA,120
VjCCYw6rCpe-MCPvJJ9YsQ,123
lTgPmuvLgfmfVWrpfXmBDw,120
6Le42f6TQB45B2_nYej9Lg,120
sb1LfWgZunTgpxt575uebA,120
OMhJbPB9LNAdQu1bwuiEIQ,147
zOxNYiQ0lI7CWxp7sEMvZw,120
HfNgHbJRawi6yoz4ldSMKg,228
TjFD20gLdpHoqhnPdyzMnw,123
Es9iHkuXPDSO2NgQ054haA,120
Osm0YPVpL1Y3ZrK57o2bjg,120
xKmz_SvaF9aUIRUEZBGMCg,201
RTbUVGPQUACfnqO_FTUaXw,120
cF2Uw1x-Bx3Cj5oJDA_q5Q,123
ku-ciIJQSUxT0Ooos4CGZg,120
ZKx5TXu6zNcyhNYKWd6sbA,120
YEPo1lqBfUHIHXaFOl51WA,120
XS9niVYIbgA6jZX5HUFTlQ,123
OcNrTDq17-pqNCylCeTGIA,120
mIoTQ6CyAL7FCpYYmCDuzQ,123
8jSoKOPOaQLtJq7wDPqRSQ,120
UIDhcNNFxnQBwFlnCXql6g,123
3Cnonn4ook40H8Pu1NeDMw,123
irGqiEfO-m7GBvhFPiWvTA,123
6M5WG1Hp38dsYkK77S-bzQ,123
JkT6AqaYPsc3z2SXePxP5A,147
9dyHAvI266I4wR3PRQ0N1w,120
LtsnuyTi5bjWleDpHZHdCA,120
fa3w_Kz8koTClFot5dKoYw,147
t_ayKppVhxr7oDuz66oJ3g,123
0aSvr56wz4gRAA5TtV7_Tw,228
K1fjQO9sT_cQWaL6nbTG6Q,123
UNf4aybYOTs4EnPQgZJOVw,120
qsorjpIYPdT_GxBU-QbHxA,120
0mS42KOASlBugoM-SAc7gQ,123
IdkznFRxfiJVpPPalPAwig,120
6nRN4dhs_RtjNqpfDoR19g,147
VzSUgIOcyO7JmTwYDnyivQ,123
EVZumrOiqpMhvrscukkzBQ,123
Qf7x_9ATlcm-thjdxOWJ4A,147
qiN2oCYzI9DLyiaqrsBWcw,120
MFvUymU0mdNty4kBsUsw0w,123
Da1wKWu_ma26i71GKtWDrw,120
wdOOK3K6vzQy1d_OIk-U9w,120
cerqIWfTvQHn05CugpXfbg,120
qjTPOOiUMZEhOBshHAXpQg,123
EidUeRaXksl9HAXuO4L_bw,120
JePdoHGJ2kWRQkfGx0T34Q,150
fZRnGtoTMD_3GmL4aeVXkA,123
67yLXDHfEupaJAta5FQPnw,123
WS9BUR9E1I6JIIP_OTDkLg,123
uRJUEFy_nLjYPIkExot7pg,120
xv9e-_gJ4F1TXrycEPpMuw,147
TQb7lAeFJbSYEwyRfl_DEA,147
4nnvYINeUOme1O3Jls6G7A,147
5Sq_ygVu18CGz3R1dRtsqQ,123
N6t4pCiqKCHaoaP7qTKEbQ,120
DpUuxYAS1NSbz7JOZwdA3A,123
gwfyZskTICc0yEg_Vz0xiw,120
xXMEKQZS3HU-TnHvC51aOw,120
BtjlQLH7GN9l7VHqZgkjTw,120
bwFxrxHrz9I36awGc-yjjw,147
tYpK3EDxgXjCWEhB3tqE_Q,120
YUiwWNRVfZQwj0wujqwYng,112
Z7HE3UmDVyacXAid1VgVUQ,125
HbZxMems5cEO8J1fBsw-sg,120
oVcyxKKV3PWGPFOtlvd94A,147
WtSxN6N_kcXqevEzmp7-BA,120
t44SvQxtSWlZ2Fgvbv5GlQ,123
hJjqmZUfbWRgYqFc3QWYIg,123
ld3lAIb7Eqhl08i71PCYng,120
JIeEWpuNrvXsboLLtl1WGw,120
lYg6v7gtNtd07AN3qqdiJg,123
MaiEFfOd1btsTt2vBTMfZQ,120
Y8PJQkkql6V2tQEvO0xbQw,120
OIHT9kgQP-2ZBxBmjiZGNg,120
WfLSfwsw6iuXxpm4U6nVZQ,123
kZW2RJdmb8Ymm22pLscYvA,123
SDjbz2bE_5QosSaEIlmScA,147
UmsRsglkyspIfrqmuP0uEw,147
dKrFJj4eXGHggiyOgtJTVg,123
o4O0eMVRFjLjKXwshqll7A,120
G3PBXe2OBSHvZIXQ4jmodQ,123
1BCTS8QRO-g1FH_TaP2tBA,120
FUhI-vCstme8s-99Py1l9g,120
zw0Kqk9C7XCFhKNmzTP91A,123
i90S4tfxFm0W2FZnhpJV3A,122
HLHnxYWSnXeabeTDGXIJcA,120
nuIxuoIY_2AsgLo-xm0hkg,120
sJBxx8g53rPF9ISZF9BSAQ,120
YsLOVXOU4bxK_IAEZHZqLA,120
q2WTpKRmii5lhJdAv4Nxsg,123
bgx6gYdktqEoQwBdo5lRbA,123
R4i5FshghtTnTZC8EEbjHQ,120
iwK_skO9zTmiyl1nNyDhQg,120
xdtqXGA1uSCPfYrIaeHPXA,120
qXk2CS1-6jKTKpMUIgN9kQ,147
LXjXUFAj6uRZX59kUw8ZcQ,123
H4YK4AK3TimOFmv9GtqPGQ,147
OY1kLAhs9I6Ix4wUmSNAfQ,120
SJqnGGaeMlxHa-JeZckLHw,120
Br2ELPNbV6eSEYYGKAxXvw,120
67X6JB3kvZ2B_p8pucgNXA,147
iG0tDFIY2WmExsmq0gp80w,120
I8gRMScaHAkbcuckM_ZeDw,0
Q9OW5SmEvK3CisK5vlMVpg,120
gMVB9Lou7iJSQajF1LcZcA,120
MxD3DexXbyNNXUNdhZ8mIA,120
jpKL9pSAXStao15pXvsxcA,123
UV3zUoO7EVD3b5JgbmFqfg,123
Cwc0vKPQu6-KQ-Paz-ybGQ,120
Ws5PkeLeUYT-NGjCkH3DTw,123
GKR2gwn0Lk2aPmHZcCcWrw,123
RXaxKQJtExnRZX1inf8Nyg,147
68Qclj9uYXM7heF4TeIGBg,147
rqqiD4e38JMyDAD4zrGZxA,120
clmqixB3O4kcxGb8MWbF8w,120
RNH1zMfWJySYhCO7fUQfgw,120
1wVLzzqzEBBs15vyyhI8qA,120
2nbhKicoKOVW1LMSynQ8sg,120
XBtZXGvyMGf8kQvqBFYx8w,120
nNhyYzryNS0Ef2Zl9QSJgg,120
yZHNVZBiaCHvJXGGBDSeDQ,120
C5f0zLJ822I1EvVLplJDcg,120
Iu-Cg22Sx7Zoz0T-Emp2pw,123
nT15nJkofVu43L0GxgdThQ,147
bTJy-T4httZJ022YmPv1Tw,120
oqeBR3-TEMlbCBI4jofnIw,123
YdZKnjOkjIR-kejUZIIM0A,120
9PvnEKQgaMDCRxFx4UvCWA,123
vw9Mi29Y8oL5a8wgP820kQ,120
OsuBqr2L0-5W8LGAsg-p8g,123
mDXjEj8smlJxMQWYdt855g,201
2U3KaC0sIFeugvSm0c2fJA,123
PKZgcRWHXTZqGVsyRqXSjA,150
qrd7NpKGvkn5jBJ03zhC6Q,123
xOMzPsXntiCGb3FkeqCYAA,123
OquXguWr9eR81NYVdlZrjg,120
7ubx4QXz34g1dkqa3D1bgA,120
Pob2dc78tnWVkcc0yP6PeQ,147
PpDHK2d20H67rAKG4myn_Q,120
GpSL1EREYGriXki8XyUSgA,123
BLdi4iWvXfMKWd0oJMAEAQ,120
Ymiis-yrhEVFzifOCRlxuA,123
fwcJV_PI-u2EV-ni5G15ww,123
wHlLjTBWPEbxHw6ZysSKIg,147
9pkcj5Lo9laX-bGdiASriA,120
Qc2EY-9MEmgmvrCDXHUNJQ,120
cRnudhIYqBUQqEHmK0rvdg,123
4sf1OLHMoQa_RvQ0rzZBMQ,120
aKXzSFBrAoC_5kWUvjKGpg,120
PSy0b8n1FE85H0nmWhpJbQ,120
qpfCMda5NPEL-CBh1Vhw1Q,231
XW3ys8Pi367Vcxhpj07CFA,123
etGemAdUhKD_Lw1Gnx_Oqg,237
xzj6q131hJE59tBkhe3Gag,123
COjG3MC95WVsM13le8ifRA,120
ZqZidqCBXQV08jJY4Qdmmg,120
VNLPeJ3DJqzZv1uuMEK1tg,147
1FMqOf70mHep8rGzn42rJg,147
LBHbyID7tcaGszznHtnCrw,228
ivugOYd-QcXVEfnm1OyqZA,123
bvOCy8DkgijF9gKgASKV_Q,123
YEvkR_fGas1MHVxrWWjT2g,147
3CTGX5oO8dhdo8wTNl_hpA,123
LwnUpR0RJs8fxAdAU2uE0w,123
nJa_BdlXhDenFnnYlW6DyQ,120
rQtQbCcRPyoVR8-Qrti6pA,123
6kMw9V2kNvLDmabJ83Mnig,123
uEXfIlqCZY-wZeqfjXMa_g,123
6-j0Yr8iiNAMgLAdSi70tA,228
U5XCBcTtiNyasdT3A2_V3A,147
m8sKolCBYLC7vFIWop7HKA,120
_pJU90C24bdOq19qNvTp7A,123
O2HzJXmHYeCLcOCawU_GoQ,120
FFHumlHPngG8fqq3wnqqcA,120
wZFcNoZPujQ0NE6Nrrszfg,120
UMr2UNgQx7WamI9Go1Hazw,120
vZafOAECfChenbQjhlZQlA,120
6x7_C9PZxDQGTqzIbDa6LA,120
azWimot-jZpFVc6VlmjP_A,123
eKD-fNUibPXNqRPaFocU8A,120
6yv8X9ayXUwGtsXtIE5OOg,123
kOFDVcnj-8fd3doIpCQ06A,228
KkgnBZj3jRVjCY2H49JRaw,120
OFgC-nXtaxKbZred4aUbTQ,123
-tP2nQ4ePuwbOFuKI1HH1g,201
75RP4HSsSJOe_e7e2e3jQQ,120
f1JzDDOige0bmKibRmzbqg,120
kzHSnHhYzqbTkGIdZ2oHpg,123
H3yWdDu1Gnxkhx8DrOUEWQ,120
GP7_e6cbOd17ASWcJ0_FSQ,120
len2nrEtgD9bjnoYSyLPjA,123
6yyhXfUXxx-lNEnH3eJFeQ,120
12CdqhsVJXgx4AE9ykG09A,147
CDfwYmSPggcqlHay1Xa-TQ,120
gCs1DnfcClpSRX71QRRb5A,120
4670Yw1xIefONEViw5NDFQ,123
t1mR_Zff6Dqv1TueE2JLEA,228
Jn2TpzqoCbCHfwfoA8Sjsw,120
S73Umg27RgFtcZVZkcextQ,147
wTvfaKsg7Q-n4OEF1xQhhQ,120
1bh9j7I_upv4o84ha5yEjQ,120
apsMO4XQ2wyyAvkg6nlpbA,120
2_5jI2i5BuoylJfEBGEfHQ,120
1A29iZ18ontC4vdaTJVMCQ,123
ciG7QN_7TQEqtSrQAXpjKw,123
dGRTBM-KxycUoRVihI3Kyg,147
J0P152h7wimvdJ-aV0QLug,147
X_inagrDOhT2j59n6rlgbg,123
7re6iyJY2v4Zb3x3hJnkaA,120
WlO9beDU7W2773KK9NrbWw,123
R6_PQiu1-FfqLFhlDFAkow,120
kbM9926IYHqvkO8i-AiGPg,123
BjnJKoYFmjBRHUCCcUkiwg,123
JJzAOl3kQLfhOzB_vjf3FQ,123
ETrTVGa6iziYD6RX8R7fCw,120
vXHyCh7ndPXCOc1i_DAj_A,123
hdqhXOzPrwskT55T9mkC2g,123
H4-PU2SIOfHgi3R1hCC0-g,123
oN1_FGeKwKUoKKTRjxk9rg,123
5nAVwSp9WPHLVrP082Jrsw,123
l6YINz-5bAtb6AiplH1Rug,150
rVFKhMajzLnRpnMi7-u4rw,147
znI3PLvLNIKvBZFCrgQg9A,120
pWD-7GmdEJWBWxEk8QMOGw,120
aKoDe5WZ-dgo6gD76kgNxQ,123
9enGPCcn8bUxFf9qSOMj1w,147
X2ptpkcla0XFftCAJG6aMA,120
KZG8txc-vzkfDt-4ZYeREA,120
sBLPrrSldmNznVARvwc8eg,120
BZInFfFFCne6n3zmzg8zzA,120
MxXo4qc5lXAbis-umS_2pw,120
2GX90GQKx0aa7jA6AapjOw,201
kHyBKPnqnTiWKBCH9jajGw,120
SYIzFLC5i8eCwSnhTLbIaw,120
487ZwV1pjttfx_kdqtIl3Q,147
VX2aKMQ_v0x0G1r2En6gxQ,120
4UVn5h6SjztAhKyozc5dTg,123
sgvhMnFffkQ6WBSAdtd7Bg,147
m033cgabLMDyB6r-5RGQPg,120
7w-HTJVyDkKRXAMv1kss8A,123
xzR_bfo5b60CpOautUiCPQ,123
ZrGmqa0L68xR_Xq8_vJNcA,120
t8S24FvBX7L8sHurwuFcBA,120
y0QzKWNVoXCbZpk6uhEgGA,123
etylBefPKEMjm9nS9c1qiw,120
PMH637woNo9ojZWxPLVULw,123
jht_XMqEuB3CXRw0AfXUtg,147
Quyt_5wuQoT3t4aiOQilTg,123
e2BfYiq7HduvAwuuZzzkOg,120
vovAmbZ38jWTb5GfiQoSPw,123
HnMIB780yu3dMCS1xvtmag,120
gDaSuImqd1V1Pk7IOULBZA,120
9z3eb67r3ZWs4KOlSP9rSA,120
HcQWTbnBXCrmgKsmcILrbQ,120
8neBxgTFrzsZ3gT1lX9KAg,120
DwOYirwSdjOx0Rp_jUjWWQ,150
SEoKZba5UrYgpmxKzejoPQ,147
Dupmn0hAPRE82e0ZttfRSA,150
WszxJV-LR9GSIpo6wGzZmg,123
zSKwREh8Zj2JanfoNTu-bQ,123
cxqW47z7TWaCNVO1ZWXQpw,120
Mvp4RFxIS4PZqwpLVt_ITQ,120
QuIHYWB9l3NtyWETwwpCaQ,120
ZdyGz7qm0MBaXVVAhjJ-8g,123
gf0WBH8x_OtA1kg0UmJxTA,147
y5Z44Sr0SsrL83fELcRL9A,123
gVj_DdvHzbO8wosBMaWWuA,120
_Diz3wu0X3D-YNAbzdU6kg,120
AzYkEcENi7I1DsR2iushEg,123
X9nnq2PtXfmdVMa9sGsxdw,120
CLthP1yn32xlBswIbsLIjQ,123
C16k4lEP8GeyUqgAdUM-cA,120
pYu6GDIfdK1RfwgUKeeDYg,228
pOP4-a9Nf_UtwXfUqIiWng,147
UrX0UEejKhHzk158VxlQzA,120
IGb6MjNdPRsNVNEplGG3RA,120
1Q_VjzXaq8Ad4rvSVOWpcg,123
2cetuQgbP1Bnzm-uMRlocQ,150
feZe17u5SPTMG8wvCmjb3A,147
YSdYX5yxpnae7Fb1HGMlOw,120
NSkcrv-xN_H4iUPYysDLNQ,120
5RhFeOzdGaqAl6B9uL5paw,120
4IzL-AcIutABYbaA4rctfA,123
be2q4qF-t64A5Z6rIRJHgg,120
wwuSVY9JtPBfaUENnWH79Q,147
XY8toAsZhldSASUQtBVziw,120
guNwEuspisHQ34ONA1SLRA,123
QdJrL3HTHguxKzf7ZitW7g,120
spvjNOYeR7sFX6yTgP21og,147
EnB--zA51DP5gLxxUZC-sw,123
0oYHxYOeeoEfYVKTG-hRuw,123
ciSgztD9OmfJsYdbxW5eSA,147
-WKQHbVgTNQVzCbVPDeMlg,147
TUbnEXJg1pYtrtvgxymVjw,147
Q7Wwjcwq5ux8EbLb8-X6iQ,123
c0yPNU-BqS65u0vIKP7P0w,147
RWRFp_gkDIBjYfJ3K_HiAw,120
JobPx9Ciy-_J4zKJYiLpjQ,147
oKS4BHSWSXjZeq0Tl9YTKQ,120
ZWOU2ZfGgqvTftmryusBPQ,120
_gxjFeC5-9_gcb_QPlZS0g,120
JQx13j6R4t1J7YQaO_M0YA,123
Vlg_nesyZJfX_mpy2fslTQ,147
-dPyMMUEilN0qwiiPqVWhw,147
LckZpP8V1F5zU5ZKVrhp2Q,123
76n9653P0O9HJsGy7HrFvw,123
WyiJ7EDWJzyCs2sSpbMv3w,147
pw5B6BKQ4dWPzKesqn01NA,120
1SknhuCmaR0PIIjQY3e6eg,147
YB8vAT2RslU0pBJIxdKDkA,120
gLycCFHhHqEfOYMLVpCi6A,120
Cc-QXDP6zliYl-vx9YSYow,120
clyic-I4VvOkJszq78KJrQ,201
cF72QUrUxeBWN5KGQxG_zA,120
7NRjK6CpRn69OWPXhACWyw,120
nVfiBltM7FRd6PxjCAI7eg,120
spEWpeFD2BCTVEyZNxPqtg,120
IeFaUo-m0cG0XlSnYXwK2g,123
qXOyVAI2vvwcZKHcVMMpBQ,123
pqR66_xWJ8wQ1jKyx-vXKw,123
oH84VXzObXpaC5ia2Tenpw,123
4IN-mVYkAObHqBqcedb2Tw,120
pvXdMR9tcQlwXcXJLllmPg,120
CambtZldrjMLJhiaTzWYQg,147
vJ3CtznPYgmZHpDr__8QGw,123
hQW5W2mgbCh3y6thu0b_AQ,120
Xcw3KkEWGWrRm2A-HLGXrQ,115
rdifwelsxkuUf-tw2O4o1g,123
P6nW-MjLUAD7Yc_na84jCg,120
PfVcs4A2sjy3mMJqFFzvIA,120
s9_e6VChBxHuRZxO3imIoQ,120
yt_TdU-EpniHcEh8Sxi1bw,120
1MQ-rCO-U4swt-A7oPwg3w,120
Sopn2pODJej3xllcPjTu-w,123
30khi31oBx9Ts62XlHw3nQ,120
1popt-RF9SSql7XA6kX1XA,123
20Nb5u9BOp44cvZT2XUWbA,120
xW4dkUdC4bDDrTE8RA6W3Q,242
Gv2F-f0mUYhCCUKOshpj3A,123
9d36_PI9Fh7kZ-Pybr2QiA,123
AX64Yw-0pTjKP-33hU-JPw,147
pGEW5cBfU6NALBsONrUj7Q,123
zwDc5HC50TSvz3zNy7szbA,120
YkLv_3VViVCrxYdg8A1H2A,123
ky-No-Ecpxj8cR9A17nf3Q,123
FNf9Q2FnB9sI9kOMAgj0AQ,120
s7fROnWWGUzxCQ29JZQsZQ,150
f98bJAWzSefPl-PZV62TkA,123
OxEHq_DXYfFf8XHRg_qvDw,120
xJ_L2sJN1zk3VDpZELrV_Q,147
fPWA8P3TRAkeNPes0vJmDw,120
g9ajRV7MtQNUrxuRlPvuZw,123
jX6Gzr6WdoPxiRLKDfcVrQ,123
CNRXPwmj5EvSNdXnOXcpJg,123
LO3SQIsi1WsM23JYgIgqhA,120
YDJGN_WXkXBAp2LTXvjyaA,123
G5zv1K5zgVUkc85Jaa4m5Q,120
huZ1fY8x0-9l5Mo-lUxt7Q,120
-LyGT6bztmvWd3_pa93YDg,242
Wl8i136FAmPmwTsDr4Eqzw,120
kBJfBVaXJtPEKLTov1hJdQ,123
J-SZZniOp7nNsCNbj5rIUQ,147
j8LuXVPbusvjbmRL5A8hCg,203
bQalDjWMrimNdx49XAiqbA,123
b78V2YgEGGb4sp0wdbz57g,204
-Yq3_hzWqsPR3s8SLyQ2fQ,120
g124q0stj2GKyXBiKx3Isg,120
7Bg1D_0dLNOqoJUAW_s14w,201
jItwkDeMBFquEb7mAvW-Dw,120
JzmJCDSJ_35kJgAlxcZDqQ,120
-_DyjqhSWkJd2vJ8sD42Fw,123
PbypcJXeCU2EVJy7CLjQ6A,123
Wm7RROKOfPZBHuG1QMT7pw,120
AuWFn084piPDQS3T_THJIw,120
N37MvwJZPakj1mM55BNPMQ,147
zCBHSErKDjvy8sXzlZRM6w,120
tH3tbCdwQq72oPrHmZUmKQ,120
cI1qHDTMH70jptTkWYocQg,204
uaI0dCXeOY8A43PCZG0wxg,123
w67o_AhcSU_fjVOTlbquXg,147
XXGzCIcxzAZ6H98mxZbdqA,123
cRuk2y-LeWL42UVEkLVU3A,120
oaTbZh8B-IVFEwbzJcIOBg,123
nYvBZYg9rfqWFTYuxSVMdw,120
CvonRhKDJaH155xhtpz_iw,123
-zRDLAmg2h9uKpNY0OYdVQ,123
7CB8mUt2DNnSV7TtmvosEw,120
REUlmZuOULfLBM9r3YxyRg,123
j3hiuCI-U_ylAGzOSQGfcw,120
GdE5ZF7XMDyjwBVB_5qszA,123
8yidA5O39XM4I1yvlTp2Fw,123
CYNvJTxbuF-_LcdCbZZQWQ,123
k3DxvgTAsSgsGCTQdS2XOg,120
0k5W44XU4uSEsPA163LKjQ,120
ssmIZA9wuZxtTVTEuBeF0Q,147
mPl6aZpoIwr-Tk7MC-Ubsg,123
42meQCDS6303GRPkSjNLCA,147
EH7j2tmRh-QoXn5lftbDqg,120
P_ilOWgHj2DMSSZSDtvzbg,201
DiSARzaWBeNyB4oU047TcA,147
bh7STc5d8qOUmLXjM0gyDg,120
bHi2caO6sa5opgxM4a6OKQ,147
ZO3ihx5FOObI_uCgin4x8w,123
1zFQymM2ll0lpBmHMch-QA,120
yYfgg3sbg_9U2A0w72jLHA,120
RkqN70Pidy6_tAWMvodOLg,123
YTty5AeM9TCgGKrhkAeJjg,120
vG2NBRTfk9qmbTn0bhqsHQ,120
8IY7Ke86FdTCAgidNTk8eA,150
1qpAbV45jv-ymmbKN9eSfA,120
KXpPaoamwNOM2IzZtQH7lQ,120
d-l0D4N236Qc0-Iy-p1cFw,123
kgffcoxT6BQp-gJ-UQ7Czw,123
GkR3S71b3tj32AAe_wgXkQ,150
PgdFGH6h5IJD_Wn4BEjKGQ,123
6XoPAnDoqujoY6FHYc6lPA,123
7NucoWCjPzZyRPjsVR28xQ,201
1dOO-uxiDiI7EftBizeiXg,147
3ZAXGKcYect3kq-2Innp5A,123
N9Q2HlpqeG2NKbvqJI-REw,123
lK7gnWVs81PI1XxeJ7DEPA,123
mBKkTiufDsw56kPmOGISIw,120
TMd9DFPotuOIdWKotAVyFg,120
l4x5FFzfiCFrGN0S-uZbBQ,147
M56l-0DuaNhJ-SCJ1UAkgQ,123
E06aZED3ij0mB85gvGF4Cw,123
nvh-zGYHKwIUiPTgwhIScA,120
d85ye7OjCfRXd9MHGChaFQ,123
YMKgJvXZiOnw4X-aBB1W-g,120
4xkjmpgUNJdwQo8FKIYp6Q,123
nS60iO5QhSt-MzCwekrR0w,120
uF2HnLnCW1lkplkP6eQyeA,123
Bf-yMQiSmDZyqfGyFKQ0bA,123
vH9DwzKPgLPUL3UfNKM1VA,123
vd1LX9iJ1vAQgdETC6EiQg,123
hqWNpbCEzt7EzUeWkDqjBA,123
HIH1SPMed6mASI5VvSJbGA,123
XS7P7ZoY_gXtrGO4JZCJZA,123
fA58G6dYaYJ7Ui2jgQc6oA,120
9jZ9el4v3gWwV2oc5u5kFQ,120
Bqp7egV-_JiRD_b-qAqtlQ,120
uWTMa1_JDJRHE7TAKmw3ZA,120
AqsczH0j6mqqgPaZFnRRmA,123
WyPN1ZsvxOIHvetxPet4Nw,120
kPr9rYEkGwbRLgUHvKljQQ,147
PhfGwisOXE17zeSbAeAKhA,123
YK5eFV8uS1bCmp8GeiQ-Qg,120
dDr4b8AKwpOiP_-JsQ93vg,147
XGUFrDMzZpVBeySQZ3X5ow,123
BQm2v3M8MdoUWtWzVYTDxQ,147
