business_id,noiseLevel
ld3lAIb7Eqhl08i71PCYng,1
JIeEWpuNrvXsboLLtl1WGw,0
MaiEFfOd1btsTt2vBTMfZQ,3
WfLSfwsw6iuXxpm4U6nVZQ,1
kZW2RJdmb8Ymm22pLscYvA,1
1BCTS8QRO-g1FH_TaP2tBA,1
HLHnxYWSnXeabeTDGXIJcA,1
sJBxx8g53rPF9ISZF9BSAQ,1
bgx6gYdktqEoQwBdo5lRbA,1
qXk2CS1-6jKTKpMUIgN9kQ,1
H4YK4AK3TimOFmv9GtqPGQ,0
OY1kLAhs9I6Ix4wUmSNAfQ,1
67X6JB3kvZ2B_p8pucgNXA,1
Q9OW5SmEvK3CisK5vlMVpg,1
jpKL9pSAXStao15pXvsxcA,1
Mqob2l92ZZXAsEeTa2jrhQ,1
68Qclj9uYXM7heF4TeIGBg,3
C5f0zLJ822I1EvVLplJDcg,0
OsuBqr2L0-5W8LGAsg-p8g,1
2U3KaC0sIFeugvSm0c2fJA,1
7ubx4QXz34g1dkqa3D1bgA,1
Pob2dc78tnWVkcc0yP6PeQ,1
PpDHK2d20H67rAKG4myn_Q,1
fwcJV_PI-u2EV-ni5G15ww,1
KA7pIWtRA5jRXxAQZ_DRYg,1
aKXzSFBrAoC_5kWUvjKGpg,1
qpfCMda5NPEL-CBh1Vhw1Q,1
etGemAdUhKD_Lw1Gnx_Oqg,1
xzj6q131hJE59tBkhe3Gag,1
4FE9FM8uvn9CV76Bxfxogw,1
s2VCc-MhUURSn1tWBPVunA,1
LBHbyID7tcaGszznHtnCrw,1
ivugOYd-QcXVEfnm1OyqZA,1
bvOCy8DkgijF9gKgASKV_Q,0
nJa_BdlXhDenFnnYlW6DyQ,3
rQtQbCcRPyoVR8-Qrti6pA,1
6kMw9V2kNvLDmabJ83Mnig,1
U5XCBcTtiNyasdT3A2_V3A,1
_pJU90C24bdOq19qNvTp7A,1
FFHumlHPngG8fqq3wnqqcA,1
vZafOAECfChenbQjhlZQlA,2
kOFDVcnj-8fd3doIpCQ06A,1
KkgnBZj3jRVjCY2H49JRaw,1
p6App7kFqZbBFJ-0efK-RA,1
qeIzYOSvSCwnxdmjN_xL8A,0
75RP4HSsSJOe_e7e2e3jQQ,1
kzHSnHhYzqbTkGIdZ2oHpg,1
len2nrEtgD9bjnoYSyLPjA,1
CDfwYmSPggcqlHay1Xa-TQ,2
4670Yw1xIefONEViw5NDFQ,1
t1mR_Zff6Dqv1TueE2JLEA,1
1bh9j7I_upv4o84ha5yEjQ,0
EIy-oqkd-ewkI1-C-AMclA,1
7re6iyJY2v4Zb3x3hJnkaA,2
BjnJKoYFmjBRHUCCcUkiwg,1
JJzAOl3kQLfhOzB_vjf3FQ,0
hdqhXOzPrwskT55T9mkC2g,1
H4-PU2SIOfHgi3R1hCC0-g,0
5nAVwSp9WPHLVrP082Jrsw,0
rVFKhMajzLnRpnMi7-u4rw,1
pWD-7GmdEJWBWxEk8QMOGw,1
aKoDe5WZ-dgo6gD76kgNxQ,1
KZG8txc-vzkfDt-4ZYeREA,1
sBLPrrSldmNznVARvwc8eg,1
BZInFfFFCne6n3zmzg8zzA,1
kHyBKPnqnTiWKBCH9jajGw,0
SYIzFLC5i8eCwSnhTLbIaw,0
487ZwV1pjttfx_kdqtIl3Q,1
sgvhMnFffkQ6WBSAdtd7Bg,1
m033cgabLMDyB6r-5RGQPg,1
y0QzKWNVoXCbZpk6uhEgGA,1
etylBefPKEMjm9nS9c1qiw,1
PMH637woNo9ojZWxPLVULw,1
e2BfYiq7HduvAwuuZzzkOg,2
8neBxgTFrzsZ3gT1lX9KAg,0
gf0WBH8x_OtA1kg0UmJxTA,1
gVj_DdvHzbO8wosBMaWWuA,2
CLthP1yn32xlBswIbsLIjQ,0
pYu6GDIfdK1RfwgUKeeDYg,1
pOP4-a9Nf_UtwXfUqIiWng,1
UrX0UEejKhHzk158VxlQzA,2
1Q_VjzXaq8Ad4rvSVOWpcg,1
2cetuQgbP1Bnzm-uMRlocQ,1
feZe17u5SPTMG8wvCmjb3A,0
YSdYX5yxpnae7Fb1HGMlOw,1
ZTBAuu455gxqwMOe1OgA6g,1
spvjNOYeR7sFX6yTgP21og,1
EnB--zA51DP5gLxxUZC-sw,2
Q7Wwjcwq5ux8EbLb8-X6iQ,1
c0yPNU-BqS65u0vIKP7P0w,1
JQx13j6R4t1J7YQaO_M0YA,1
Vlg_nesyZJfX_mpy2fslTQ,0
LckZpP8V1F5zU5ZKVrhp2Q,0
76n9653P0O9HJsGy7HrFvw,2
1SknhuCmaR0PIIjQY3e6eg,1
cF72QUrUxeBWN5KGQxG_zA,2
qXOyVAI2vvwcZKHcVMMpBQ,1
oH84VXzObXpaC5ia2Tenpw,1
vJ3CtznPYgmZHpDr__8QGw,0
rdifwelsxkuUf-tw2O4o1g,1
PfVcs4A2sjy3mMJqFFzvIA,1
yt_TdU-EpniHcEh8Sxi1bw,3
sN0EFTle0pW77DUgl8i-Rw,1
xW4dkUdC4bDDrTE8RA6W3Q,1
Gv2F-f0mUYhCCUKOshpj3A,1
9d36_PI9Fh7kZ-Pybr2QiA,2
AX64Yw-0pTjKP-33hU-JPw,1
pGEW5cBfU6NALBsONrUj7Q,0
YkLv_3VViVCrxYdg8A1H2A,1
FNf9Q2FnB9sI9kOMAgj0AQ,0
OxEHq_DXYfFf8XHRg_qvDw,1
xJ_L2sJN1zk3VDpZELrV_Q,1
jX6Gzr6WdoPxiRLKDfcVrQ,1
LO3SQIsi1WsM23JYgIgqhA,1
YDJGN_WXkXBAp2LTXvjyaA,3
huZ1fY8x0-9l5Mo-lUxt7Q,1
-LyGT6bztmvWd3_pa93YDg,0
kBJfBVaXJtPEKLTov1hJdQ,0
J-SZZniOp7nNsCNbj5rIUQ,1
j8LuXVPbusvjbmRL5A8hCg,2
lpcniW0cBbQMSmksTrD_2Q,0
-Yq3_hzWqsPR3s8SLyQ2fQ,1
jItwkDeMBFquEb7mAvW-Dw,0
JzmJCDSJ_35kJgAlxcZDqQ,1
z38AL1If2XDQhxh3Ioan3A,1
PbypcJXeCU2EVJy7CLjQ6A,1
cI1qHDTMH70jptTkWYocQg,1
w67o_AhcSU_fjVOTlbquXg,1
oaTbZh8B-IVFEwbzJcIOBg,0
CvonRhKDJaH155xhtpz_iw,1
-zRDLAmg2h9uKpNY0OYdVQ,1
REUlmZuOULfLBM9r3YxyRg,1
GdE5ZF7XMDyjwBVB_5qszA,1
0k5W44XU4uSEsPA163LKjQ,1
EH7j2tmRh-QoXn5lftbDqg,1
P_ilOWgHj2DMSSZSDtvzbg,3
DiSARzaWBeNyB4oU047TcA,1
bHi2caO6sa5opgxM4a6OKQ,1
ZO3ihx5FOObI_uCgin4x8w,1
1zFQymM2ll0lpBmHMch-QA,1
yYfgg3sbg_9U2A0w72jLHA,1
RkqN70Pidy6_tAWMvodOLg,0
8IY7Ke86FdTCAgidNTk8eA,3
d-l0D4N236Qc0-Iy-p1cFw,1
kgffcoxT6BQp-gJ-UQ7Czw,1
7NucoWCjPzZyRPjsVR28xQ,2
N9Q2HlpqeG2NKbvqJI-REw,0
lK7gnWVs81PI1XxeJ7DEPA,0
mBKkTiufDsw56kPmOGISIw,1
l4x5FFzfiCFrGN0S-uZbBQ,1
M56l-0DuaNhJ-SCJ1UAkgQ,3
d85ye7OjCfRXd9MHGChaFQ,1
uF2HnLnCW1lkplkP6eQyeA,0
Bf-yMQiSmDZyqfGyFKQ0bA,1
vH9DwzKPgLPUL3UfNKM1VA,0
hqWNpbCEzt7EzUeWkDqjBA,1
9jZ9el4v3gWwV2oc5u5kFQ,1
kPr9rYEkGwbRLgUHvKljQQ,1
BQm2v3M8MdoUWtWzVYTDxQ,1
rw6V2nxeZr212dJv4t4-4w,1
d17TNvbQP8h5_WniCnma1A,1
P8BE9zzM-pUuPDHs6gsy2Q,0
Ww-qDl1G9Kr7igS3ouA_Cw,1
vzrcPqSdRY41GoO5DR5pYA,1
66LvqsvQ3niOFqJIPnT7iA,1
oI11Y5AZscmmn12Yv3PinQ,1
cZJMzGjHqMgWi73rBDB5RA,1
hDL3Q-GNQlOuE04_zWEMJA,1
OgqCiD7tha_a42tQjxarag,0
ztxAbArApdQIhMoPF_ttiA,3
vksSR5uiHlG0tDKZHmt9mg,0
DMQGcRzPEYHlADrGLVbyvw,1
-sAfscV-SWC278qqCNxraQ,0
aj0DdrjiVvWxVDZodgRTfQ,1
yKShDxZcD-9UtqvtZfdWqw,1
RAKSBqeNb-p_ZABwAWH_jA,1
mXaqyzYTqiTc-LrTFAm0Yw,0
BisJmlArDVaR4yv79LvhmQ,1
yD2jmBrBPbLJ2yN3lQQHjw,1
dtKy808TwAgtOcwSCbXFJw,1
ss_WHPI1Q-ySnrj12rh8kQ,1
JpPguWEzvNATjUJ48xCj8g,1
6FcWDPLMmoqul-0PGVUEDA,1
JE1DU5Eu4b8C_ddgxDvwfQ,1
OiZsIGscvwlL_0yhWmjJtw,1
dFIeUXVsZuOsNCPPjPAdxw,0
pAR0lYfIr2x6aq9CpqEXDQ,1
qrqy647bSWYH2Jpr-uDC9A,1
VVeEiDBnfekolbs8FzAD7w,3
biEqqg0GDKDyCp9mOZGyjQ,1
EbxaQO95C7PUNTmokE70XA,0
cWMzXTtdaZy6HTyEB3YoNw,1
7WM7pwCwsn81yG4FgqFG3w,1
hHYyTe8ncqy9WLLgnl_30A,0
cccT1HYSn1e4gDbMx9xebA,0
7XQLq8mnPeO5Wjhx7EBajg,0
ZsUFubg6YvJ-WX09Nclckg,0
WVaAKpO2SHBMp2PUhjekDQ,1
Zzvjuyxr1iudPN_heAAygw,0
yLTATolCkihuQ-TFaEPJkQ,1
jZ_3vs_RtMrkZbol1U_U7Q,1
bTGySRKZipOmjN27wuEVkw,0
CDl0tbkfSZS3UHg5_L9gBA,1
uVzcDI3s3oFb1wzDDar0mQ,1
G87Yg6as3LU5Af1IwoPIYg,1
Y14SeRCtL-FGqRqDcV0xnQ,2
GeOmt2gXyJhKwz-cjOC5mg,0
T7MemoFgPy6iNk4456vKWw,0
eqQnIjAAhOUuHqK6gTWRXw,1
UIU7tug_Y-qVv_aLt7NN4g,1
rV6PwAjgpTx5Knr5lYouoQ,2
wwlf_5HhLkqCpLHkci-ufw,2
LnnYY4EmHGl_r1dQiqy5rw,3
61BtQLwM5QPI9taQ20owVA,1
4aKSBiaC43EwDr7gPg1CKA,0
avJRd5sjXQmffy_MQBG3jQ,2
8P6Byy7QtCQorfenzaxdWg,1
IutYdMXVSV9HRaTuDz3zKQ,1
UW9TxzfXLbWJNoxEKEoR9A,1
yBfRIMeEkzbBNlY4SDLQQg,1
_nbIgkvf81AH2F6JWmbQvw,1
9SYxsgWLd3plVr_kQsamZQ,2
Yhgs5zewpFuCDpc96CBa5w,2
DKY6neYbUjeb2Hfq4YMdgw,1
oiBjHNHUJkBznuOmfIV9yQ,1
YDRnoQr8UyxPEXi-5ZrVJg,2
uXft-y53ujmlAt0SH-5KYg,1
FKNvQvsknpNSG26hVtzJ0w,1
BeVO7CR25FBOCJoOIJiQvw,1
Bh8qt5P8MmhEEu_qRLz7EQ,1
QzJRy39dMq844mPzj9Mlfw,0
a4SBsNEDCe0Rc8dckfwk6A,3
500kTVSmuL1Z4K5euCFuBw,1
47jO8p_VLTkGTQeAsm386g,2
sJOeBS2lZQ4TDfT7y8WlwA,1
EwqExeH9wkG3NaUHV-OtBQ,1
N0CoaG3cBrTGm2ecLYSzqA,1
oQi2rgl-ajKDoTAaceLBag,1
VT8vUd-2s5IdvSNwhNHkpg,0
LnIO_JtoDS1xLfTHWuV_ug,1
IRDF17rbWFWd3E0Dbm74Kg,1
heTUR_TGWJ9iYiiEWnikXg,1
jP6xmjbQRfUitOmv5PKuJA,1
HKEja81qK7IzkY_nt7NHWw,0
q-pjLY1R98QTUZY2pbbsxw,0
TSnKwZnpX6SHbKsFKjV-0Q,1
5LlvHly_jOh3jjLJMBxkig,0
SLH_6FIjptg5BEJbYNld6w,0
B9hP01A7AT4tQXv_nRozQw,0
SloPgHVOCd-3pMWvJ7znlw,1
io9bMYKycOpNIINO_h89jw,1
FPAOrUsP7GuIyqmK9UoPUQ,1
goOQKS6lKWT8rmM3SREgjQ,2
Qzi-dTdVU8tevAqXPQcUvA,1
vGMa_Gkp73SF4oc5IIqmDA,1
8ciT6qjI18x9EPtOb-gqYQ,1
ocXPQsWEpC0KF6tZezEBpA,0
gONNfEoNaRLNtgaAcxwsLQ,1
SwxWDOD9lPpb3veSeVafIA,3
AOkV2COlVcLoBbxnLAISeQ,0
keBXqRRumQA-A5m4K7Zq5w,1
fK1oj0dk9Bc6KsBk5mMDxg,2
j-G4URmQla2Jkc7DsfxDuA,2
bKh66jlEqEKZZFkjWipt8w,1
0hp3WtPSxvmJVk3BNTfhHQ,0
epWC7CGRbNHkXM7G2ulYzQ,1
vDFPDejw5JMcgubMEM7Zfg,1
lbi2W-zYFKejfk2Zlnmtdw,1
l1MHyfjjQuzrb2Z4p-vUtw,1
pyeoyouJWxxcwzfugfessQ,1
61pecmfztHO2SLs-WRkwVg,0
oKYUMYQI7AkjCJdRsKlqtg,1
r3PPgxuhSh2rwxPqJ2waDQ,1
e6hRdLZ474FxXopnd9tArw,1
zSc_PmocVDJEtQwin0ts2w,1
OCzor6KH_4WPbWjwyzG0GQ,1
CUivTcULsu5MJIYYNVm1zw,1
TEaBolNAkOdRm2gvIYz4OQ,1
D2AKQk8X-SjSRHc1jzISIg,1
3RWJGTSIRvGmIbwvMqAOuw,1
i0u5CzG81LrEwAI0X5OVkQ,1
dHgbL5EAEawIcqk6aXe2Ow,1
BJLjRP7HvIbdQOZc9UoVNA,1
Ds0RCDz5__j4cAXACaQqug,1
F-lfG2IBiICdSxoHYmi-Vg,0
JxSmlL_MckX0dvS5XBg0Cg,1
t2GtB-aiOzrNnuGxZV190g,0
Tn4PV88E9jlC2xhvqN8zAA,1
auDLKJtjv3IkSdPCei5zTA,0
mv6VAbKBVlCc2Fyyv4jNtw,1
gVMu_ToZCgRSzfBm_lsuRw,1
3AR0coEEReWxcbMxgS2DQg,0
LObptJvHwCQNkXemJpG85w,1
Lp2RweV1KeZzNDtqZeY44w,1
Va_evKljZVPPi5pigcKVIA,1
hTe5SavBjp3zRulupZSJew,1
DrT7CmORi5o_jQRC0DhBIA,0
nXWYL8_93xZkUPvuOTFmAw,2
kTHraDyzfXvW-98VT-P3mg,1
GJ_bXUPv672YwNg4TneJog,1
sPPh1LJllyr5jUpKFTxxag,1
-NaIIkbUsm0-L0oL9r6VTg,3
KXpzTzYrN-Mmxp7zopo2KA,0
5Ip4_yFvx3sz4qMqxl-4mw,1
ShUh_MMkaVp_KXCtNjPvXA,0
OcCsO9gyNkojXdQs086Urg,3
W5d8iNog90R-qw43m5dGwg,1
fSznh4dR6TQXX9-TOEraJg,1
qDqHD4iPXPecT1WnV0JRzA,1
CXG4kMMiq2JUDhUgl94QTQ,1
WivZPC3bKDWpu_pGhvK10w,1
fRKqHIt0H0uLlD8deiY44Q,0
x6uV0hh4aUtp48BFL8DklQ,1
blxBz59Wph0mao8EmFEizg,3
UCJpL9VFk3g1B2gjRlLy_g,1
lCd_hSHnSq9OnDFnNlHoSA,1
sAUON3Hi17rd4NnKOf8qtg,2
GRs6OxKZREAwA_Nmp2GmVw,0
2mZGnGIMUNRQY3d0hjdAxg,1
LsyW2kRAP0HYYP0Qov4Kng,1
p66HDmRiwG0Te5zSj67Crg,1
jaiBHYipw2iK2vyHYx4q7Q,0
SKpk2qqSTC2JrCunGz3sIA,2
hYl2qT0fSae2EkLVcvBoSg,1
iLIlwDav3q8Qo5Ss321gdg,0
NeS4t1XoXL_5we9VUVwbWg,1
8Zq11pzOup3-iwOjdMMwDQ,1
J4tO07oCDhwP3rdcgjjdxg,1
UkQzPQLeTRk3XC9QrPzb9Q,0
klsBtNP-vlO3QlfPbAtTzQ,1
eMz8i2LpafE6D-ZhzDtglw,1
hX-FAgxOZaVcfUu1Gi0spQ,1
sn0HeaQ4lBZcDfeipl7vLg,1
iVBpGb7x55toxxL81PB2wA,1
UIkdzxHxilZEP1oQ8zNNIA,1
L1ZY24_ZLzAEAYyZl19xzQ,1
bxUZorggwGDpU_liCTZazw,0
tBqiAQsv3LSjDuBD1IPi-g,1
XmrOZ6iLoPzXfwQesveyTA,3
YUjiBKnlvfLkjFmUCqZf6A,0
aiO2_Cwbrnyu8Qo25pRDlQ,0
BYRGHW3nUd1KG3D3RUvaxw,3
MWYJl-bIxhtQ-4Kg3ENUxA,1
1hqOjPxgH8IXE4bNq6DFiw,1
PlMJAouo0D0ZXHkCDj6eeg,1
10Ft6GZPvoZyRWi1bVo3Rw,1
9P3aoMwquKCelPMSoYOVQQ,1
VuMgSpUJ9ONgSkddjM4JqQ,0
_sS2RlnyS_rJdQgs-eVPUg,1
UKQU7wYXCG2dikpoAV0BjA,1
BHX0ghpo_r4lVxGRPEBIQw,1
1QqnXmrWNe2IAzPag4hH5A,1
cfggUk66F01Av4YWZJXcnA,0
9mnxjwDqmg1vkgovZQBYCg,2
v85oQmC-zt-S1KBpdAm_Pw,0
jhdc_gDWwMbJe5TAf2iIjg,1
uPNm49RRDeud_jfyNCYzfw,1
PWvPIzCrWNYGSiFxOF_Zfg,0
pxv5jBUOgsg6Rf6Z88e4mg,1
zO2558leuUH9jeEs_8hfOQ,0
-YR7K3rw6VAQ1-MjslvsoQ,1
jps8StO0NDLEw21w8Xy4lQ,1
M4IDswLnQ8YeVxzYdWv_Qw,1
QJ1YpQLVuentjgTQqNqqpw,0
JLVMsQuWLMi6dNjvcs5Y8A,0
Oq76C1wZosdT0ZrA3dJPxQ,0
k2H--NUMZUivgm_McnVKzw,2
OAEeaLLm_9sHksKJEY0o0w,2
uGwwPkw2AEvKkVHiSufhzQ,1
ITz674Os_okkPdrl90JAfw,1
lURzzs8lK1AP6_2738Z43w,1
pcA3DcjbkkQERU1dbsiSow,1
8_mXYs-ZOqDGS7ifAjaocA,0
X1xmhZQBRRnUye1uc9VmQw,0
PEVEN4McCgs4z8SndFbbYg,1
bgpj0rUrl9aYqsZXWWBudA,1
MSVXxvCk--EuiOhWnRJTwg,1
FKcj1DmDWsRO4aOQ6i_nWw,1
HUwzarG0givckxXWTF5lIQ,1
Upy7hkpIACL8-GvBGa2FSg,1
GTwQgfi8DN23D9fMURYUdw,1
qYLwo_aPRRD9t2DkLgD9Mw,0
G8k2E3oYHHl2o4lNJQwR-g,1
ajHeagwcXBAQgTFPe_2D1A,1
WRbBmXMHmdWOkeGp21OoeA,0
XYxDcLK1fZvxDgVsiqtDbA,1
OOqYnafFjJbCQro-yzImBQ,0
lHopmgtaW31nnDCXtDbtRA,1
dqouzF6chOQjtqw2ipiryA,1
BlkCo79VxxVcmUP9xSrq_w,0
oL-TGyXWfpgr2YR0uTc0Zg,2
pX3TM1r3PTgUdfUTAjk44w,2
46UHF46E1z-W2dOmhv-Fng,1
ZqgTWUHFgX8k4nYKvi1Rqg,1
O2sEX86f6B4GROghjUkr0A,0
o4gB1zWiCHgbjq-tNFRW-g,1
MhrqAyRa9ZvDKYundBhUbA,1
stZKe2beZX6Og1GtScYteg,3
hAoYfMzVhIKu-k-w-ExnWA,1
eg3uaSZqoSdktx4yQGelMQ,3
OwL4BM7GchsxBXxWrkmmqw,1
Xw50tINqzrI_BM_x7_IcZA,0
-8F04F54iDT6VgWPCgybug,0
POuF7alk2QVqVlcSOOjV3Q,0
eLTPBSiovhvWPMhnGK1ndQ,0
kDCyqlYcstqnoqnfBRS5Og,1
aLlREPOEtt3JzeDCagHytA,3
pF8eI3VIN8J4vroeywv5tg,1
d2yEVlD-cGHj7p_cb7FqqQ,1
h2RbC1Lu20L1GHim_p24WQ,2
ZtEdhtbmBEoZN--g2h2mxA,1
LkMtMHVetws5_7QfRjPtlg,1
ZRvpOsX_1ZPPzsSZnYHZHw,1
KGqvUQQA4c9GJpi5-znsew,1
-ltD-dHqdZ5-wjAMKYa6Ng,1
7QLmZwpS8UVX4Ywhn7fpAA,1
2PSc2RDLy2xh3FXabBYqOQ,1
TNz-jO5giwObxMkbj9wAag,1
WPV0ucYjnb2HOrNxSopv6A,1
HiHfwu0c1k8m8aEJ9VwAQQ,1
8I2XBrjf4rOEWx7pnKpVeg,1
5kr-0TOY6n0GK-riRg_08A,0
8PZGCtgG5MZKvz9i3B9gCA,0
l9bKROPyMVm5cfQXPX09ng,1
S5deRiFlRPXdFFMGBGRE1g,1
juhlDDR-L_TgSPU5FVHIpQ,0
54ne9NBqgiWQAx0-RrOaFQ,1
3uC7Lbc3RgUDTWQlBu4PqQ,1
pTJ8f4AfUW6uwKGdawLcfg,1
lLaX4U3_IfiWIFDqv78dcA,2
X5ktZZOu3lcsb_XaJ-7NtA,0
8i4Yv-NJ_PnQ3CZk-eScIA,1
iAhAnPxgKb6fzxrEcoHtlw,1
e5S5E2iGFs0fU1XMPmhWBw,0
P7Dqa0IbcFgRZ1aK7CPAOw,1
ApAzthiFRKuL-yJo1HMFvQ,1
l8IqBeFXK3dqFEs7YL3ukg,1
jPQxZTuFhuVHsu-DI4hm2A,0
VEorEVsg8z7Ame1oSYNBdA,1
bIl02CY-4wSCCGxxeMOsig,1
GA_Nx4xA3Z4pn9i5XKF1Wg,1
s6oAX6s9JtpiNTRIIrKdoQ,0
pdeTqMHy2YUkFzWxvP1huw,1
EC7NrIHKk6i3US_XJlDWDA,1
hKfuDwUbWJWdQWmXS_g9PA,0
Q8fegEPx_6wsaF2R78LA4A,1
bCD3cSKBmFYh5pHTZHGLng,1
B9c_0pMFuDN6y6934MsmZQ,2
xN-HyvdrZiWOWK4_sj6Evw,0
rmP7AzV3SAeRWUzbNuqQ5A,1
taaYWCkUulZL56qZmS1VzQ,0
TQur3w5rlpsxRZxuomz-Xw,1
YMc2n7R4_6N0PIHIfUJqPg,0
51OJLUlwKQg7GV30TdoJjg,3
eFhvNgQBBXYhXnTNLjjBjA,0
IBTbSC9zAodn54NuuphLhQ,1
2UgRg5a6KmpbD_SZfhNrKg,1
F_oPMHJrH42R67xp5eKtQA,1
2ALi7ZYvil-BAXFa3CMUyA,2
f-dVQXjrSg3k4GIcIUFAjw,0
HZ1nss1kZrSMLSRQEo2vkQ,0
QXR-YnHgV0qDyuUTckYeGw,1
AfPfZdZ_YjYERDrqg6OjOA,0
JcsZvx-4yovFgCXOfd6KMg,1
r-4QibHfGYJFzbFUtoCMNw,1
UOOqfmHLIok1l3q3l32YCQ,1
3b2R0n1lyUSBB-itvB8Caw,0
f1KNYRXm8fxIjb6rVdyk7Q,1
ONeWWLO5lUiyTr3roQxN_Q,2
YEHWvvwcunakP4CyteM82A,1
RApd_uvsR3dDNekgc1Emrw,1
La_yPXZpdIJINeDEP-THLA,0
VGxJbglGlx-a7Gdc55Q6jQ,1
-_yAaFHx0e1ZqmuHTtqnFA,1
e5lUODtid2iv9Ei2gkqRBw,0
fEymsotOKc5V6-z7pZLPrw,0
19umlhmVB9O3njIBfRAe8g,1
fHJVSfXbPYrykIMRZ0Fsgg,0
Wrjz_LLqFy692cyXhIO0jw,3
k7poeVYt_3RIgaCW8zOxCw,0
KQfNXddjM-sinrmWrFiSyQ,1
PPkMZMS1Ogdrm4NhyxgpFA,1
HPavppcJB3oQpIGbOqgtzw,0
2KpyT9ZN2qtj1n3TX_bzYQ,1
WItlLMrwWUbZhi7aSAzs2Q,1
15CVK5A8cFA3lCrofSANOg,1
JBrwWVhNm8PFhTOVkuXk4Q,1
