business_id,AID
Vwv0Db2gvyvQsM_1FkSDPA,9849
S9Pe1o4-hw01i1G37g1JMg,9759
HNQzWfhR8kIgTsoxLKCcSw,9768
SbvcKjiRv1_nWN2XHcgSfQ,9842
IRpZS7EmmBeSM7oBnDd5iw,9842
4uxd2OzEhMlSoatIPOOCXw,9759
vgkAu9BO8h7oorDWZziMXA,9840
lGTZWahMoXRpGoftnt-T0w,9842
BDgEBbNWm6rKLb6JArc3xw,9842
b0cz_E52RTaP6ouIK6fEJQ,9842
odfX0wO7fOyqa8oobxh96w,9840
qeQDbldV5n-wUu9zflp01w,9842
ZhO6_8Vc-zfRxvDDvDBynA,10085
GBKz_-486MN03tGu8LI7XA,9842
VjCCYw6rCpe-MCPvJJ9YsQ,9842
lTgPmuvLgfmfVWrpfXmBDw,9840
OMhJbPB9LNAdQu1bwuiEIQ,9842
Osm0YPVpL1Y3ZrK57o2bjg,9842
YEPo1lqBfUHIHXaFOl51WA,9842
OcNrTDq17-pqNCylCeTGIA,9840
mIoTQ6CyAL7FCpYYmCDuzQ,9840
UIDhcNNFxnQBwFlnCXql6g,9921
irGqiEfO-m7GBvhFPiWvTA,9840
6M5WG1Hp38dsYkK77S-bzQ,9842
JkT6AqaYPsc3z2SXePxP5A,10569
t_ayKppVhxr7oDuz66oJ3g,9837
0aSvr56wz4gRAA5TtV7_Tw,9840
UNf4aybYOTs4EnPQgZJOVw,9840
0mS42KOASlBugoM-SAc7gQ,9842
VzSUgIOcyO7JmTwYDnyivQ,9842
EVZumrOiqpMhvrscukkzBQ,9842
OT5Zx-54Y_sPoMOWEDidsw,9840
Qf7x_9ATlcm-thjdxOWJ4A,9516
wdOOK3K6vzQy1d_OIk-U9w,9842
cerqIWfTvQHn05CugpXfbg,9759
qjTPOOiUMZEhOBshHAXpQg,9840
JePdoHGJ2kWRQkfGx0T34Q,9842
WS9BUR9E1I6JIIP_OTDkLg,9842
xv9e-_gJ4F1TXrycEPpMuw,9921
gwfyZskTICc0yEg_Vz0xiw,9840
bwFxrxHrz9I36awGc-yjjw,9759
DLuVRaVxkzCnviTlB-v8SQ,9840
tYpK3EDxgXjCWEhB3tqE_Q,9840
HbZxMems5cEO8J1fBsw-sg,9840
hJjqmZUfbWRgYqFc3QWYIg,9525
ld3lAIb7Eqhl08i71PCYng,9759
JIeEWpuNrvXsboLLtl1WGw,9842
MaiEFfOd1btsTt2vBTMfZQ,9840
WfLSfwsw6iuXxpm4U6nVZQ,9842
kZW2RJdmb8Ymm22pLscYvA,9761
1BCTS8QRO-g1FH_TaP2tBA,9840
HLHnxYWSnXeabeTDGXIJcA,9840
sJBxx8g53rPF9ISZF9BSAQ,9759
bgx6gYdktqEoQwBdo5lRbA,9842
R4i5FshghtTnTZC8EEbjHQ,9840
qXk2CS1-6jKTKpMUIgN9kQ,9842
H4YK4AK3TimOFmv9GtqPGQ,9842
OY1kLAhs9I6Ix4wUmSNAfQ,9759
67X6JB3kvZ2B_p8pucgNXA,9851
Q9OW5SmEvK3CisK5vlMVpg,9840
jpKL9pSAXStao15pXvsxcA,9842
gP3N1gZlgxBMVcrG1ZTP2g,9840
68Qclj9uYXM7heF4TeIGBg,9842
C5f0zLJ822I1EvVLplJDcg,9759
AENfk_QSfppnOAdIPhZz9A,9840
OsuBqr2L0-5W8LGAsg-p8g,9923
2U3KaC0sIFeugvSm0c2fJA,9842
OquXguWr9eR81NYVdlZrjg,9840
7ubx4QXz34g1dkqa3D1bgA,9840
Pob2dc78tnWVkcc0yP6PeQ,9842
PpDHK2d20H67rAKG4myn_Q,9759
fwcJV_PI-u2EV-ni5G15ww,9840
aKXzSFBrAoC_5kWUvjKGpg,9842
lM406tzHK0HlKtyQxz85EA,9840
qpfCMda5NPEL-CBh1Vhw1Q,9842
etGemAdUhKD_Lw1Gnx_Oqg,9842
xzj6q131hJE59tBkhe3Gag,9842
4FE9FM8uvn9CV76Bxfxogw,9759
s2VCc-MhUURSn1tWBPVunA,9842
LBHbyID7tcaGszznHtnCrw,9849
ivugOYd-QcXVEfnm1OyqZA,9842
bvOCy8DkgijF9gKgASKV_Q,9842
rQtQbCcRPyoVR8-Qrti6pA,9842
6kMw9V2kNvLDmabJ83Mnig,9840
U5XCBcTtiNyasdT3A2_V3A,9842
_pJU90C24bdOq19qNvTp7A,9842
FFHumlHPngG8fqq3wnqqcA,9840
vZafOAECfChenbQjhlZQlA,9840
kOFDVcnj-8fd3doIpCQ06A,9849
Dj0S-Oe4ytRJzMGUPgYUkw,9840
KkgnBZj3jRVjCY2H49JRaw,9840
p6App7kFqZbBFJ-0efK-RA,9840
qeIzYOSvSCwnxdmjN_xL8A,9840
75RP4HSsSJOe_e7e2e3jQQ,9842
kzHSnHhYzqbTkGIdZ2oHpg,9842
len2nrEtgD9bjnoYSyLPjA,9842
4670Yw1xIefONEViw5NDFQ,9842
t1mR_Zff6Dqv1TueE2JLEA,9759
1bh9j7I_upv4o84ha5yEjQ,9759
EIy-oqkd-ewkI1-C-AMclA,9516
7re6iyJY2v4Zb3x3hJnkaA,9840
BjnJKoYFmjBRHUCCcUkiwg,10569
JJzAOl3kQLfhOzB_vjf3FQ,9840
hdqhXOzPrwskT55T9mkC2g,9842
H4-PU2SIOfHgi3R1hCC0-g,9842
5nAVwSp9WPHLVrP082Jrsw,9842
rVFKhMajzLnRpnMi7-u4rw,9761
pWD-7GmdEJWBWxEk8QMOGw,10571
aKoDe5WZ-dgo6gD76kgNxQ,9761
KZG8txc-vzkfDt-4ZYeREA,9840
sBLPrrSldmNznVARvwc8eg,9840
BZInFfFFCne6n3zmzg8zzA,9840
kHyBKPnqnTiWKBCH9jajGw,9840
SYIzFLC5i8eCwSnhTLbIaw,9840
487ZwV1pjttfx_kdqtIl3Q,9759
4UVn5h6SjztAhKyozc5dTg,9842
sgvhMnFffkQ6WBSAdtd7Bg,9842
m033cgabLMDyB6r-5RGQPg,9842
y0QzKWNVoXCbZpk6uhEgGA,9842
etylBefPKEMjm9nS9c1qiw,9842
PMH637woNo9ojZWxPLVULw,9842
e2BfYiq7HduvAwuuZzzkOg,9842
8neBxgTFrzsZ3gT1lX9KAg,9840
cxqW47z7TWaCNVO1ZWXQpw,9840
4d9BIUYJwAsMfMrH_0vdDQ,9840
gf0WBH8x_OtA1kg0UmJxTA,9759
gVj_DdvHzbO8wosBMaWWuA,9761
CLthP1yn32xlBswIbsLIjQ,9921
NOd-AhQ-h0UNiFtXBivqhg,9759
pYu6GDIfdK1RfwgUKeeDYg,9842
pOP4-a9Nf_UtwXfUqIiWng,9842
UrX0UEejKhHzk158VxlQzA,9840
1Q_VjzXaq8Ad4rvSVOWpcg,9842
2cetuQgbP1Bnzm-uMRlocQ,9842
feZe17u5SPTMG8wvCmjb3A,9759
YSdYX5yxpnae7Fb1HGMlOw,9842
ZTBAuu455gxqwMOe1OgA6g,9840
spvjNOYeR7sFX6yTgP21og,9842
EnB--zA51DP5gLxxUZC-sw,9840
Q7Wwjcwq5ux8EbLb8-X6iQ,9842
c0yPNU-BqS65u0vIKP7P0w,9840
_gxjFeC5-9_gcb_QPlZS0g,9840
JQx13j6R4t1J7YQaO_M0YA,9840
Vlg_nesyZJfX_mpy2fslTQ,9840
LckZpP8V1F5zU5ZKVrhp2Q,9761
76n9653P0O9HJsGy7HrFvw,9842
1SknhuCmaR0PIIjQY3e6eg,9842
YB8vAT2RslU0pBJIxdKDkA,9759
ovDJVNGV0AYCvnnWJoP1WQ,9840
cF72QUrUxeBWN5KGQxG_zA,9842
qXOyVAI2vvwcZKHcVMMpBQ,9840
oH84VXzObXpaC5ia2Tenpw,9842
vJ3CtznPYgmZHpDr__8QGw,9840
rdifwelsxkuUf-tw2O4o1g,9842
RTkTBxEDYjoKtLqbJuFjUg,9840
yt_TdU-EpniHcEh8Sxi1bw,9840
xW4dkUdC4bDDrTE8RA6W3Q,9840
Gv2F-f0mUYhCCUKOshpj3A,9842
9d36_PI9Fh7kZ-Pybr2QiA,9842
AX64Yw-0pTjKP-33hU-JPw,9842
pGEW5cBfU6NALBsONrUj7Q,9840
YkLv_3VViVCrxYdg8A1H2A,9842
FNf9Q2FnB9sI9kOMAgj0AQ,9840
OxEHq_DXYfFf8XHRg_qvDw,9840
xJ_L2sJN1zk3VDpZELrV_Q,9842
jX6Gzr6WdoPxiRLKDfcVrQ,9842
LO3SQIsi1WsM23JYgIgqhA,9759
YDJGN_WXkXBAp2LTXvjyaA,9840
huZ1fY8x0-9l5Mo-lUxt7Q,9840
-LyGT6bztmvWd3_pa93YDg,9840
kBJfBVaXJtPEKLTov1hJdQ,9842
J-SZZniOp7nNsCNbj5rIUQ,9842
j8LuXVPbusvjbmRL5A8hCg,9851
lpcniW0cBbQMSmksTrD_2Q,9840
-Yq3_hzWqsPR3s8SLyQ2fQ,9840
jItwkDeMBFquEb7mAvW-Dw,9840
JzmJCDSJ_35kJgAlxcZDqQ,9840
z38AL1If2XDQhxh3Ioan3A,9840
PbypcJXeCU2EVJy7CLjQ6A,9842
AuWFn084piPDQS3T_THJIw,9840
cI1qHDTMH70jptTkWYocQg,9842
w67o_AhcSU_fjVOTlbquXg,9842
cRuk2y-LeWL42UVEkLVU3A,9840
oaTbZh8B-IVFEwbzJcIOBg,9842
nYvBZYg9rfqWFTYuxSVMdw,9840
CvonRhKDJaH155xhtpz_iw,9842
REUlmZuOULfLBM9r3YxyRg,9840
GdE5ZF7XMDyjwBVB_5qszA,9842
0k5W44XU4uSEsPA163LKjQ,9842
EH7j2tmRh-QoXn5lftbDqg,9840
P_ilOWgHj2DMSSZSDtvzbg,9840
DiSARzaWBeNyB4oU047TcA,9842
D84t4wCarKR7h9lbWZDFmQ,9759
bHi2caO6sa5opgxM4a6OKQ,9842
ZO3ihx5FOObI_uCgin4x8w,9842
1zFQymM2ll0lpBmHMch-QA,9840
yYfgg3sbg_9U2A0w72jLHA,9842
RkqN70Pidy6_tAWMvodOLg,9842
d-l0D4N236Qc0-Iy-p1cFw,9842
kgffcoxT6BQp-gJ-UQ7Czw,9842
7NucoWCjPzZyRPjsVR28xQ,9842
N9Q2HlpqeG2NKbvqJI-REw,9842
lK7gnWVs81PI1XxeJ7DEPA,9840
mBKkTiufDsw56kPmOGISIw,9921
l4x5FFzfiCFrGN0S-uZbBQ,10569
M56l-0DuaNhJ-SCJ1UAkgQ,9840
nvh-zGYHKwIUiPTgwhIScA,9840
d85ye7OjCfRXd9MHGChaFQ,9840
nS60iO5QhSt-MzCwekrR0w,9840
uF2HnLnCW1lkplkP6eQyeA,9840
Bf-yMQiSmDZyqfGyFKQ0bA,9842
vH9DwzKPgLPUL3UfNKM1VA,9840
hqWNpbCEzt7EzUeWkDqjBA,9840
9jZ9el4v3gWwV2oc5u5kFQ,9840
uWTMa1_JDJRHE7TAKmw3ZA,9840
kPr9rYEkGwbRLgUHvKljQQ,9842
BQm2v3M8MdoUWtWzVYTDxQ,9842
72Q-Gu4rye0kEMWuw7P2oQ,9840
rw6V2nxeZr212dJv4t4-4w,9842
d17TNvbQP8h5_WniCnma1A,9842
P8BE9zzM-pUuPDHs6gsy2Q,9759
Ww-qDl1G9Kr7igS3ouA_Cw,9849
vzrcPqSdRY41GoO5DR5pYA,9840
66LvqsvQ3niOFqJIPnT7iA,9867
oI11Y5AZscmmn12Yv3PinQ,9840
cZJMzGjHqMgWi73rBDB5RA,9840
hDL3Q-GNQlOuE04_zWEMJA,9842
OgqCiD7tha_a42tQjxarag,9761
tAdgAmRZnAOvCipAr2trqQ,9840
_y4Weidh-lApX2HNBKXuQw,9759
ztxAbArApdQIhMoPF_ttiA,9849
DMQGcRzPEYHlADrGLVbyvw,9840
-sAfscV-SWC278qqCNxraQ,9840
aj0DdrjiVvWxVDZodgRTfQ,9842
yKShDxZcD-9UtqvtZfdWqw,9842
RAKSBqeNb-p_ZABwAWH_jA,9842
soESo5VzPTaA_ZtY70JhXg,9840
mXaqyzYTqiTc-LrTFAm0Yw,9842
BisJmlArDVaR4yv79LvhmQ,9842
yD2jmBrBPbLJ2yN3lQQHjw,9842
dtKy808TwAgtOcwSCbXFJw,10085
ss_WHPI1Q-ySnrj12rh8kQ,9840
JpPguWEzvNATjUJ48xCj8g,9842
6FcWDPLMmoqul-0PGVUEDA,9842
JE1DU5Eu4b8C_ddgxDvwfQ,9840
OiZsIGscvwlL_0yhWmjJtw,9840
dFIeUXVsZuOsNCPPjPAdxw,9840
pAR0lYfIr2x6aq9CpqEXDQ,9842
VVeEiDBnfekolbs8FzAD7w,9842
biEqqg0GDKDyCp9mOZGyjQ,9840
EbxaQO95C7PUNTmokE70XA,9842
cWMzXTtdaZy6HTyEB3YoNw,9842
7WM7pwCwsn81yG4FgqFG3w,9759
hHYyTe8ncqy9WLLgnl_30A,9840
cccT1HYSn1e4gDbMx9xebA,9842
7XQLq8mnPeO5Wjhx7EBajg,9842
ZsUFubg6YvJ-WX09Nclckg,10569
WVaAKpO2SHBMp2PUhjekDQ,9840
Zzvjuyxr1iudPN_heAAygw,9840
yLTATolCkihuQ-TFaEPJkQ,9840
jZ_3vs_RtMrkZbol1U_U7Q,9840
bTGySRKZipOmjN27wuEVkw,9759
TPsjAbLjbnqNZ8XEZMsd8A,9840
CDl0tbkfSZS3UHg5_L9gBA,9842
uVzcDI3s3oFb1wzDDar0mQ,9759
G87Yg6as3LU5Af1IwoPIYg,9842
Y14SeRCtL-FGqRqDcV0xnQ,9840
ZzKlyyKjlMvhLDFAlHiXpQ,9840
GeOmt2gXyJhKwz-cjOC5mg,9842
eqQnIjAAhOUuHqK6gTWRXw,9840
UIU7tug_Y-qVv_aLt7NN4g,9842
rV6PwAjgpTx5Knr5lYouoQ,9842
wwlf_5HhLkqCpLHkci-ufw,9840
LnnYY4EmHGl_r1dQiqy5rw,9840
61BtQLwM5QPI9taQ20owVA,9842
4aKSBiaC43EwDr7gPg1CKA,9842
avJRd5sjXQmffy_MQBG3jQ,9840
8P6Byy7QtCQorfenzaxdWg,9840
UW9TxzfXLbWJNoxEKEoR9A,9840
yBfRIMeEkzbBNlY4SDLQQg,9761
_nbIgkvf81AH2F6JWmbQvw,9840
9SYxsgWLd3plVr_kQsamZQ,9840
Yhgs5zewpFuCDpc96CBa5w,9840
DKY6neYbUjeb2Hfq4YMdgw,9842
oiBjHNHUJkBznuOmfIV9yQ,9840
YDRnoQr8UyxPEXi-5ZrVJg,9761
uXft-y53ujmlAt0SH-5KYg,9842
FKNvQvsknpNSG26hVtzJ0w,9842
BeVO7CR25FBOCJoOIJiQvw,9840
Bh8qt5P8MmhEEu_qRLz7EQ,9840
QzJRy39dMq844mPzj9Mlfw,9840
a4SBsNEDCe0Rc8dckfwk6A,9840
500kTVSmuL1Z4K5euCFuBw,9840
bbn4bajPXT9i-LgO7CGblw,9840
EwqExeH9wkG3NaUHV-OtBQ,9840
N0CoaG3cBrTGm2ecLYSzqA,10580
oQi2rgl-ajKDoTAaceLBag,9842
VT8vUd-2s5IdvSNwhNHkpg,12039
LnIO_JtoDS1xLfTHWuV_ug,9842
YKGb41Io_6mRsm4Bee7aOQ,9842
IRDF17rbWFWd3E0Dbm74Kg,9759
heTUR_TGWJ9iYiiEWnikXg,9842
jP6xmjbQRfUitOmv5PKuJA,9840
HKEja81qK7IzkY_nt7NHWw,9840
q-pjLY1R98QTUZY2pbbsxw,9842
TSnKwZnpX6SHbKsFKjV-0Q,9851
5LlvHly_jOh3jjLJMBxkig,9840
SLH_6FIjptg5BEJbYNld6w,9842
B9hP01A7AT4tQXv_nRozQw,9842
SloPgHVOCd-3pMWvJ7znlw,9840
io9bMYKycOpNIINO_h89jw,9840
FPAOrUsP7GuIyqmK9UoPUQ,9842
goOQKS6lKWT8rmM3SREgjQ,9842
Fsc3vd7WeKmuJUQPmvv_6A,9759
Qzi-dTdVU8tevAqXPQcUvA,9840
vGMa_Gkp73SF4oc5IIqmDA,9840
8ciT6qjI18x9EPtOb-gqYQ,18588
ocXPQsWEpC0KF6tZezEBpA,9840
gONNfEoNaRLNtgaAcxwsLQ,9842
SwxWDOD9lPpb3veSeVafIA,9842
AOkV2COlVcLoBbxnLAISeQ,9840
keBXqRRumQA-A5m4K7Zq5w,10094
fK1oj0dk9Bc6KsBk5mMDxg,10083
j-G4URmQla2Jkc7DsfxDuA,10083
bKh66jlEqEKZZFkjWipt8w,9842
0hp3WtPSxvmJVk3BNTfhHQ,9840
epWC7CGRbNHkXM7G2ulYzQ,9842
vDFPDejw5JMcgubMEM7Zfg,9840
lbi2W-zYFKejfk2Zlnmtdw,9842
l1MHyfjjQuzrb2Z4p-vUtw,9842
pyeoyouJWxxcwzfugfessQ,9851
61pecmfztHO2SLs-WRkwVg,9842
oKYUMYQI7AkjCJdRsKlqtg,9849
WQ0ZdUQjO3fZ0hQDTH86bw,9840
r3PPgxuhSh2rwxPqJ2waDQ,9840
e6hRdLZ474FxXopnd9tArw,9842
zSc_PmocVDJEtQwin0ts2w,9869
OCzor6KH_4WPbWjwyzG0GQ,9921
CUivTcULsu5MJIYYNVm1zw,9842
TEaBolNAkOdRm2gvIYz4OQ,9842
D2AKQk8X-SjSRHc1jzISIg,9840
3RWJGTSIRvGmIbwvMqAOuw,9842
i0u5CzG81LrEwAI0X5OVkQ,9842
dHgbL5EAEawIcqk6aXe2Ow,9840
BJLjRP7HvIbdQOZc9UoVNA,9842
Ds0RCDz5__j4cAXACaQqug,9842
t2GtB-aiOzrNnuGxZV190g,9840
Tn4PV88E9jlC2xhvqN8zAA,9842
auDLKJtjv3IkSdPCei5zTA,9842
mv6VAbKBVlCc2Fyyv4jNtw,9842
gVMu_ToZCgRSzfBm_lsuRw,9840
3AR0coEEReWxcbMxgS2DQg,9840
LObptJvHwCQNkXemJpG85w,9843
Lp2RweV1KeZzNDtqZeY44w,9840
Va_evKljZVPPi5pigcKVIA,9761
INs0jjQdgfRG83M5FfaYIw,9759
hTe5SavBjp3zRulupZSJew,9842
DrT7CmORi5o_jQRC0DhBIA,9840
nXWYL8_93xZkUPvuOTFmAw,9842
kTHraDyzfXvW-98VT-P3mg,9842
GJ_bXUPv672YwNg4TneJog,9849
sPPh1LJllyr5jUpKFTxxag,9842
-NaIIkbUsm0-L0oL9r6VTg,9842
KXpzTzYrN-Mmxp7zopo2KA,9842
5Ip4_yFvx3sz4qMqxl-4mw,9842
ShUh_MMkaVp_KXCtNjPvXA,10083
OcCsO9gyNkojXdQs086Urg,9840
W5d8iNog90R-qw43m5dGwg,9842
fSznh4dR6TQXX9-TOEraJg,10094
qDqHD4iPXPecT1WnV0JRzA,12756
CXG4kMMiq2JUDhUgl94QTQ,9842
fRKqHIt0H0uLlD8deiY44Q,9842
x6uV0hh4aUtp48BFL8DklQ,9840
blxBz59Wph0mao8EmFEizg,9840
UCJpL9VFk3g1B2gjRlLy_g,10569
lCd_hSHnSq9OnDFnNlHoSA,9921
sAUON3Hi17rd4NnKOf8qtg,9842
GRs6OxKZREAwA_Nmp2GmVw,9842
2mZGnGIMUNRQY3d0hjdAxg,9840
LsyW2kRAP0HYYP0Qov4Kng,9840
p66HDmRiwG0Te5zSj67Crg,9840
SKpk2qqSTC2JrCunGz3sIA,9840
hYl2qT0fSae2EkLVcvBoSg,9842
iLIlwDav3q8Qo5Ss321gdg,9840
NeS4t1XoXL_5we9VUVwbWg,9842
8Zq11pzOup3-iwOjdMMwDQ,9842
J4tO07oCDhwP3rdcgjjdxg,9842
OeeQkxeqdYTP5qNKGHznHQ,9840
UkQzPQLeTRk3XC9QrPzb9Q,9842
klsBtNP-vlO3QlfPbAtTzQ,9840
eMz8i2LpafE6D-ZhzDtglw,9842
hX-FAgxOZaVcfUu1Gi0spQ,9759
sn0HeaQ4lBZcDfeipl7vLg,9842
iVBpGb7x55toxxL81PB2wA,9840
UIkdzxHxilZEP1oQ8zNNIA,9849
L1ZY24_ZLzAEAYyZl19xzQ,9840
bxUZorggwGDpU_liCTZazw,12027
_O1MsnGquQexeuEFWlEBEQ,9840
tBqiAQsv3LSjDuBD1IPi-g,9840
rWrx9B1L0jCQm-uUmznBVQ,9840
XmrOZ6iLoPzXfwQesveyTA,9840
vEReXixLHjMINX9oirGCkQ,9840
aiO2_Cwbrnyu8Qo25pRDlQ,9759
BYRGHW3nUd1KG3D3RUvaxw,9842
MWYJl-bIxhtQ-4Kg3ENUxA,9842
1hqOjPxgH8IXE4bNq6DFiw,9921
PlMJAouo0D0ZXHkCDj6eeg,9842
10Ft6GZPvoZyRWi1bVo3Rw,9842
9P3aoMwquKCelPMSoYOVQQ,9840
VuMgSpUJ9ONgSkddjM4JqQ,9842
UKQU7wYXCG2dikpoAV0BjA,9840
BHX0ghpo_r4lVxGRPEBIQw,9842
BmPxH4qSViweZGCQjfJGtQ,9513
1QqnXmrWNe2IAzPag4hH5A,9759
9sj2psPlhRi_SNOEvFHLDA,9840
cfggUk66F01Av4YWZJXcnA,19331
p-sAj41iE2EtZZ-SmYVdGQ,9840
9mnxjwDqmg1vkgovZQBYCg,9842
v85oQmC-zt-S1KBpdAm_Pw,9840
jhdc_gDWwMbJe5TAf2iIjg,9761
uPNm49RRDeud_jfyNCYzfw,9840
PWvPIzCrWNYGSiFxOF_Zfg,9840
pxv5jBUOgsg6Rf6Z88e4mg,9842
zO2558leuUH9jeEs_8hfOQ,9842
-YR7K3rw6VAQ1-MjslvsoQ,9842
jps8StO0NDLEw21w8Xy4lQ,9761
M4IDswLnQ8YeVxzYdWv_Qw,9759
Z4UQlerXfBH8jv6XcFLeEA,9840
QJ1YpQLVuentjgTQqNqqpw,17130
yA9dC3IvoPPex9RB6-G2MA,9759
kXRTFpDLpNUoWDe96kGSVw,9759
Oq76C1wZosdT0ZrA3dJPxQ,9840
k2H--NUMZUivgm_McnVKzw,9759
OAEeaLLm_9sHksKJEY0o0w,9869
-CxNhGa-yskzfrTP9GX6zA,9840
uGwwPkw2AEvKkVHiSufhzQ,10569
ITz674Os_okkPdrl90JAfw,9842
lURzzs8lK1AP6_2738Z43w,9840
pcA3DcjbkkQERU1dbsiSow,9842
8_mXYs-ZOqDGS7ifAjaocA,9842
X1xmhZQBRRnUye1uc9VmQw,9761
PEVEN4McCgs4z8SndFbbYg,9840
bgpj0rUrl9aYqsZXWWBudA,9842
MSVXxvCk--EuiOhWnRJTwg,9840
yiHW3QHcDEMVYQ1aw_WHNQ,9840
MYB1ZMspBk1Xc_awp_PtSw,9842
FKcj1DmDWsRO4aOQ6i_nWw,9840
HUwzarG0givckxXWTF5lIQ,9842
GTwQgfi8DN23D9fMURYUdw,9842
qYLwo_aPRRD9t2DkLgD9Mw,9842
G8k2E3oYHHl2o4lNJQwR-g,9842
ajHeagwcXBAQgTFPe_2D1A,9840
WRbBmXMHmdWOkeGp21OoeA,16403
XYxDcLK1fZvxDgVsiqtDbA,9761
7T7IaK6WGQccQS0UjJmmmQ,9840
OOqYnafFjJbCQro-yzImBQ,9840
8n13xwvvcuZUylr-y3eNMg,9840
BlkCo79VxxVcmUP9xSrq_w,9840
oL-TGyXWfpgr2YR0uTc0Zg,9840
46UHF46E1z-W2dOmhv-Fng,9921
ZqgTWUHFgX8k4nYKvi1Rqg,9840
O2sEX86f6B4GROghjUkr0A,9842
o4gB1zWiCHgbjq-tNFRW-g,9761
MhrqAyRa9ZvDKYundBhUbA,9842
stZKe2beZX6Og1GtScYteg,9761
hAoYfMzVhIKu-k-w-ExnWA,9842
eg3uaSZqoSdktx4yQGelMQ,9842
yci3jIGgdND_pwdci_TzCQ,9840
OwL4BM7GchsxBXxWrkmmqw,9842
Xw50tINqzrI_BM_x7_IcZA,11948
-8F04F54iDT6VgWPCgybug,10094
POuF7alk2QVqVlcSOOjV3Q,9842
eLTPBSiovhvWPMhnGK1ndQ,9842
EDU_Zwd7ed_OWxWrGHO9QQ,9759
kDCyqlYcstqnoqnfBRS5Og,10094
aLlREPOEtt3JzeDCagHytA,9849
lOUPhEfjJhoeD-E0Amjtww,9840
pF8eI3VIN8J4vroeywv5tg,9840
h2RbC1Lu20L1GHim_p24WQ,9867
ZtEdhtbmBEoZN--g2h2mxA,9840
LkMtMHVetws5_7QfRjPtlg,9923
ZRvpOsX_1ZPPzsSZnYHZHw,9840
KGqvUQQA4c9GJpi5-znsew,9842
-ltD-dHqdZ5-wjAMKYa6Ng,9842
7QLmZwpS8UVX4Ywhn7fpAA,9842
2PSc2RDLy2xh3FXabBYqOQ,9840
TNz-jO5giwObxMkbj9wAag,9840
WPV0ucYjnb2HOrNxSopv6A,9842
kpLcCk7m3vH-Ug_Fwi_Xqg,9840
HiHfwu0c1k8m8aEJ9VwAQQ,9842
8I2XBrjf4rOEWx7pnKpVeg,9842
5kr-0TOY6n0GK-riRg_08A,9761
8PZGCtgG5MZKvz9i3B9gCA,9842
l9bKROPyMVm5cfQXPX09ng,9842
S5deRiFlRPXdFFMGBGRE1g,9840
54ne9NBqgiWQAx0-RrOaFQ,9840
3uC7Lbc3RgUDTWQlBu4PqQ,9842
pTJ8f4AfUW6uwKGdawLcfg,9842
lLaX4U3_IfiWIFDqv78dcA,10083
X5ktZZOu3lcsb_XaJ-7NtA,9516
Fhw_BqD2_KO6AVBwZ5lYBQ,9840
8i4Yv-NJ_PnQ3CZk-eScIA,9840
